,lsoa
3618,E01003704
3619,E01003705
3620,E01003706
3621,E01003707
3622,E01003708
3623,E01003709
3624,E01003710
3625,E01003711
3626,E01003712
3627,E01003713
3628,E01003714
3629,E01003715
3630,E01003716
3631,E01003718
3632,E01003719
3633,E01003720
3634,E01003722
3635,E01003723
3636,E01003724
3637,E01003725
3638,E01003726
3639,E01003727
3640,E01003728
3641,E01003729
3642,E01003730
3643,E01003731
3644,E01003732
3645,E01003733
3646,E01003734
3647,E01003735
3648,E01003736
3649,E01003737
3650,E01003738
3651,E01003739
3652,E01003740
3653,E01003741
3654,E01003742
3655,E01003743
3656,E01003744
3657,E01003745
3658,E01003746
3659,E01003747
3660,E01003748
3661,E01003749
3662,E01003750
3663,E01003751
3664,E01003752
3665,E01003753
3666,E01003754
3667,E01003755
3668,E01003756
3669,E01003757
3670,E01003758
3671,E01003759
3672,E01003760
3673,E01003761
3674,E01003762
3675,E01003763
3676,E01003764
3677,E01003765
3678,E01003766
3679,E01003767
3680,E01003768
3681,E01003769
3682,E01003770
3683,E01003771
3684,E01003772
3685,E01003773
3686,E01003774
3687,E01003775
3688,E01003776
3689,E01003777
3690,E01003778
3691,E01003779
3692,E01003780
3693,E01003781
3694,E01003782
3695,E01003783
3696,E01003784
3697,E01003785
3698,E01003786
3699,E01003787
3700,E01003788
3701,E01003789
3702,E01003790
3703,E01003791
3704,E01003792
3705,E01003793
3706,E01003794
3707,E01003795
3708,E01003796
3709,E01003797
3710,E01003798
3711,E01003799
3712,E01003800
3713,E01003801
3714,E01003802
3715,E01003803
3716,E01003804
3717,E01003805
3718,E01003806
3719,E01003807
3720,E01003808
3721,E01003809
3722,E01003810
3723,E01003811
3724,E01003812
3725,E01003813
3726,E01003814
3727,E01003815
3728,E01003816
3729,E01003817
3730,E01003818
3731,E01003819
3732,E01003820
3733,E01003821
3734,E01003822
3735,E01003823
3736,E01003824
3737,E01003825
3738,E01003826
3739,E01003827
3740,E01003828
3741,E01003829
3742,E01003830
3743,E01003831
3744,E01003832
3745,E01003833
3746,E01003834
3747,E01003835
3748,E01003836
3749,E01003837
3750,E01003838
3751,E01003839
3752,E01003840
3753,E01003841
3754,E01003842
3755,E01003843
3756,E01003844
3757,E01003845
3758,E01003846
3759,E01003847
3760,E01003848
3761,E01003849
3762,E01003851
3763,E01003852
3764,E01003853
3765,E01003854
3766,E01003855
3767,E01003856
3768,E01003857
3769,E01003858
3770,E01003859
3771,E01003860
3772,E01003861
3773,E01003862
3774,E01003863
3775,E01003864
3776,E01003865
3777,E01003866
3778,E01003867
3779,E01003868
3780,E01003869
3781,E01003870
3782,E01003871
3783,E01003872
3784,E01003873
3785,E01003874
3786,E01003875
3787,E01003876
3788,E01003877
3789,E01003878
3790,E01003879
3791,E01003880
3792,E01003881
3793,E01003882
3794,E01003883
3795,E01003884
3796,E01003885
3797,E01003886
3798,E01003887
3799,E01003888
3800,E01003889
3801,E01003890
3802,E01003891
3803,E01003892
3804,E01003893
3805,E01003894
3806,E01003895
3807,E01003896
3808,E01003897
3809,E01003898
3810,E01003899
3811,E01003900
3812,E01003901
3813,E01003902
3814,E01003903
3815,E01003904
3816,E01003905
3817,E01003906
3818,E01003907
3819,E01003908
3820,E01003909
3821,E01003910
3822,E01003911
3823,E01003912
3824,E01003913
3825,E01003914
3826,E01003915
3827,E01003916
3828,E01003917
3829,E01003918
3830,E01003919
3831,E01003920
3832,E01003921
3833,E01003922
3834,E01003923
3835,E01003924
3836,E01003925
3837,E01003926
3838,E01003927
3839,E01003929
3840,E01003930
3841,E01003932
3842,E01003933
3843,E01003934
3844,E01003935
3845,E01003936
3846,E01003937
3847,E01003938
3848,E01003939
3849,E01003940
3850,E01003941
3851,E01003942
3852,E01003943
3853,E01003945
3854,E01003946
3855,E01003947
3856,E01003948
3857,E01003949
3858,E01003950
3859,E01003951
3860,E01003952
3861,E01003953
3862,E01003954
3863,E01003955
3864,E01003956
3865,E01003957
3866,E01003958
3867,E01003960
3868,E01003961
3869,E01003963
3870,E01003964
3871,E01003966
3872,E01003967
3873,E01003968
3874,E01003969
3875,E01003970
3876,E01003971
3877,E01003972
3878,E01003973
3879,E01003974
3880,E01003975
3881,E01003976
3882,E01003977
3883,E01003978
3884,E01003979
3885,E01003980
3886,E01003981
3887,E01003983
3888,E01003984
3889,E01003986
3890,E01003987
3891,E01003988
3892,E01003989
3893,E01003990
3894,E01003991
3895,E01003992
3896,E01003993
3897,E01003994
3898,E01003995
3899,E01003997
3900,E01003998
3901,E01003999
3902,E01004000
3903,E01004001
3904,E01004002
3905,E01004003
3906,E01004004
3907,E01004005
3908,E01004006
3909,E01004007
3910,E01004008
3911,E01004010
3912,E01004011
3913,E01004012
3914,E01004013
3915,E01004014
3916,E01004015
3917,E01004016
3918,E01004017
3919,E01004018
3920,E01004019
3921,E01004020
3922,E01004021
3923,E01004022
3924,E01004023
3925,E01004024
3926,E01004027
3927,E01004028
3928,E01004029
3929,E01004030
3930,E01004031
3931,E01004032
3932,E01004033
3933,E01004034
3934,E01004035
3935,E01004036
3936,E01004037
3937,E01004038
3938,E01004039
3939,E01004040
3940,E01004041
3941,E01004042
3942,E01004043
3943,E01004044
3944,E01004045
3945,E01004046
3946,E01004047
3947,E01004048
3948,E01004049
3949,E01004050
3950,E01004051
3951,E01004052
3952,E01004053
3953,E01004054
3954,E01004055
3955,E01004056
3956,E01004057
3957,E01004058
3958,E01004059
3959,E01004060
3960,E01004061
3961,E01004062
3962,E01004063
3963,E01004064
3964,E01004065
3965,E01004066
3966,E01004067
3967,E01004068
3968,E01004069
3969,E01004070
3970,E01004071
3971,E01004072
3972,E01004073
3973,E01004074
3974,E01004075
3975,E01004076
3976,E01004077
3977,E01004078
3978,E01004079
3979,E01004080
3980,E01004081
3981,E01004082
3982,E01004083
3983,E01004084
3984,E01004085
3985,E01004086
3986,E01004087
3987,E01004088
3988,E01004089
3989,E01004090
3990,E01004091
3991,E01004092
3992,E01004093
3993,E01004094
3994,E01004095
3995,E01004096
3996,E01004097
3997,E01004098
3998,E01004099
3999,E01004100
4000,E01004101
4001,E01004102
4002,E01004103
4003,E01004104
4004,E01004105
4005,E01004106
4006,E01004107
4007,E01004108
4008,E01004109
4009,E01004110
4010,E01004111
4011,E01004112
4012,E01004114
4013,E01004115
4014,E01004116
4015,E01004117
4016,E01004118
4017,E01004119
4018,E01004120
4019,E01004121
4020,E01004122
4021,E01004123
4022,E01004124
4023,E01004125
4024,E01004126
4025,E01004127
4026,E01004128
4027,E01004129
4028,E01004130
4029,E01004131
4030,E01004132
4031,E01004133
4032,E01004134
4033,E01004135
4034,E01004136
4035,E01004137
4036,E01004138
4037,E01004139
4038,E01004140
4039,E01004141
4040,E01004142
4041,E01004143
4042,E01004144
4043,E01004145
4044,E01004146
4045,E01004147
4046,E01004148
4047,E01004149
4048,E01004150
4049,E01004151
4050,E01004152
4051,E01004153
4052,E01004154
4053,E01004155
4054,E01004156
4055,E01004157
4056,E01004158
4057,E01004159
4058,E01004160
4059,E01004161
4060,E01004162
4061,E01004163
4062,E01004164
4063,E01004165
4064,E01004166
4065,E01004167
4066,E01004168
4067,E01004169
4068,E01004170
4069,E01004171
4070,E01004172
4071,E01004173
4072,E01004174
4073,E01004175
4074,E01004176
4075,E01004177
4076,E01004178
4077,E01004179
4078,E01004180
4079,E01004181
4080,E01004182
4081,E01004183
4082,E01004184
4083,E01004185
4084,E01004186
4085,E01004187
4086,E01004188
4087,E01004189
4088,E01004190
4089,E01004191
4090,E01004192
4091,E01004193
4092,E01004194
4093,E01004195
4094,E01004196
4095,E01004197
4096,E01004198
4097,E01004199
4098,E01004200
4099,E01004201
4100,E01004202
4101,E01004203
4102,E01004204
4103,E01004205
4104,E01004206
4105,E01004207
4106,E01004208
4107,E01004209
4108,E01004211
4109,E01004212
4110,E01004214
4111,E01004215
4112,E01004216
4113,E01004217
4114,E01004218
4115,E01004219
4116,E01004221
4117,E01004222
4118,E01004223
4119,E01004224
4120,E01004225
4121,E01004226
4122,E01004228
4123,E01004229
4124,E01004230
4125,E01004231
4126,E01004232
4127,E01004233
4128,E01004234
4129,E01004235
4130,E01004236
4131,E01004237
4132,E01004238
4133,E01004239
4134,E01004240
4135,E01004241
4136,E01004242
4137,E01004243
4138,E01004244
4139,E01004245
4140,E01004246
4141,E01004247
4142,E01004248
4143,E01004249
4144,E01004250
4145,E01004251
4146,E01004252
4147,E01004253
4148,E01004254
4149,E01004255
4150,E01004256
4151,E01004257
4152,E01004258
4153,E01004259
4154,E01004260
4155,E01004261
4156,E01004262
4157,E01004263
4158,E01004264
4159,E01004266
4160,E01004267
4161,E01004268
4162,E01004269
4163,E01004270
4164,E01004271
4165,E01004272
4166,E01004273
4167,E01004274
4168,E01004275
4169,E01004276
4170,E01004277
4171,E01004280
4172,E01004281
4173,E01004283
4174,E01004284
4175,E01004285
4176,E01004286
4177,E01004287
4178,E01004288
4179,E01004289
4180,E01004290
4181,E01004291
4182,E01004292
4183,E01004293
4184,E01004294
4185,E01004295
4186,E01004296
4187,E01004297
4188,E01004298
4189,E01004300
4190,E01004301
4191,E01004302
4192,E01004303
4193,E01004304
4194,E01004305
4195,E01004306
4196,E01004307
4197,E01004308
4198,E01004309
4199,E01004310
4200,E01004311
4201,E01004312
4202,E01004313
4203,E01004314
4204,E01004315
4205,E01004316
4206,E01004317
4207,E01004318
4208,E01004319
4209,E01004321
4210,E01004322
4211,E01004323
4212,E01004324
4213,E01004325
4214,E01004326
4215,E01004327
4216,E01004328
4217,E01004329
4218,E01004330
4219,E01004331
4220,E01004332
4221,E01004333
4222,E01004334
4223,E01004335
4224,E01004336
4225,E01004337
4226,E01004338
4227,E01004339
4228,E01004340
4229,E01004341
4230,E01004342
4231,E01004343
4232,E01004344
4233,E01004345
4234,E01004346
4235,E01004347
4236,E01004348
4237,E01004349
4238,E01004350
4239,E01004351
4240,E01004352
4241,E01004353
4242,E01004354
4243,E01004355
4244,E01004356
4245,E01004357
4246,E01004358
4247,E01004359
4248,E01004360
4249,E01004361
4250,E01004362
4251,E01004363
4252,E01004364
4253,E01004365
4254,E01004366
4255,E01004367
4256,E01004368
4257,E01004369
4258,E01004370
4259,E01004371
4260,E01004372
4261,E01004373
4262,E01004374
4263,E01004375
4264,E01004376
4265,E01004377
4266,E01004378
4267,E01004379
4268,E01004380
4269,E01004381
4270,E01004382
4271,E01004383
4272,E01004384
4273,E01004385
4274,E01004386
4275,E01004387
4276,E01004388
4277,E01004389
4278,E01004390
4279,E01004391
4280,E01004392
4281,E01004393
4282,E01004394
4283,E01004395
4284,E01004396
4285,E01004397
4286,E01004398
4287,E01004399
4288,E01004400
4289,E01004401
4290,E01004402
4291,E01004403
4292,E01004404
4293,E01004405
4294,E01004406
4295,E01004407
4296,E01004408
4297,E01004409
4298,E01004410
4299,E01004411
4300,E01004412
4301,E01004413
4302,E01004414
4303,E01004415
4304,E01004416
4305,E01004417
4306,E01004418
4307,E01004419
4308,E01004420
4309,E01004421
4310,E01004422
4311,E01004423
4312,E01004424
4313,E01004425
4314,E01004426
4315,E01004427
4316,E01004428
4317,E01004429
4318,E01004430
4319,E01004432
4320,E01004434
4321,E01004435
4322,E01004436
4323,E01004437
4324,E01004438
4325,E01004439
4326,E01004440
4327,E01004441
4328,E01004442
4329,E01004443
4330,E01004444
4331,E01004445
4332,E01004446
4333,E01004447
4334,E01004448
4335,E01004449
4336,E01004450
4337,E01004451
4338,E01004452
4339,E01004453
4340,E01004454
4341,E01004455
4342,E01004456
4343,E01004457
4344,E01004458
4345,E01004459
4346,E01004460
4347,E01004461
4348,E01004462
4349,E01004463
4350,E01004464
4351,E01004465
4352,E01004466
4353,E01004467
4354,E01004468
4355,E01004469
4356,E01004470
4357,E01004471
4358,E01004472
4359,E01004473
4360,E01004474
4361,E01004475
4362,E01004476
4363,E01004477
4364,E01004478
4365,E01004479
4366,E01004480
4367,E01004481
4368,E01004482
4369,E01004483
4370,E01004484
4371,E01004485
4372,E01004486
4373,E01004487
4374,E01004488
4375,E01004489
4376,E01004490
4377,E01004491
4378,E01004492
4379,E01004493
4380,E01004494
4381,E01004495
4382,E01004496
4383,E01004497
4384,E01004498
4385,E01004499
4386,E01004500
4387,E01004501
4388,E01004502
4389,E01004503
4390,E01004504
4391,E01004505
4392,E01004506
4393,E01004507
4394,E01004508
4395,E01004509
4396,E01004510
4397,E01004511
4398,E01004512
4399,E01004513
4400,E01004514
4401,E01004515
4402,E01004516
4403,E01004517
4404,E01004518
4405,E01004519
4406,E01004520
4407,E01004521
4408,E01004522
4409,E01004523
4410,E01004524
4411,E01004525
4412,E01004526
4413,E01004527
4414,E01004528
4415,E01004529
4416,E01004530
4417,E01004531
4418,E01004532
4419,E01004533
4420,E01004534
4421,E01004535
4422,E01004536
4423,E01004537
4424,E01004538
4425,E01004539
4426,E01004540
4427,E01004541
4428,E01004542
4429,E01004543
4430,E01004544
4431,E01004545
4432,E01004546
4433,E01004547
4434,E01004548
4435,E01004549
4436,E01004550
4437,E01004551
4438,E01004552
4439,E01004553
4440,E01004554
4441,E01004555
4442,E01004556
4443,E01004557
4444,E01004558
4445,E01004559
4446,E01004560
4447,E01004562
4448,E01004563
4449,E01004564
4450,E01004565
4451,E01004566
4452,E01004567
4453,E01004568
4454,E01004569
4455,E01004570
4456,E01004571
4457,E01004572
4458,E01004573
4459,E01004574
4460,E01004575
4461,E01004576
4462,E01004577
4463,E01004579
4464,E01004580
4465,E01004581
4466,E01004582
4467,E01004583
4468,E01004584
4469,E01004585
4470,E01004586
4471,E01004587
4472,E01004588
4473,E01004589
4474,E01004590
4475,E01004591
4476,E01004592
4477,E01004593
4478,E01004594
4479,E01004595
4480,E01004596
4481,E01004597
4482,E01004598
4483,E01004599
4484,E01004600
4485,E01004601
4486,E01004602
4487,E01004604
4488,E01004605
4489,E01004606
4490,E01004607
4491,E01004608
4492,E01004609
4493,E01004610
4494,E01004611
4495,E01004612
4496,E01004613
4497,E01004614
4498,E01004615
4499,E01004616
4500,E01004617
4501,E01004618
4502,E01004619
4503,E01004620
4504,E01004621
4505,E01004622
4506,E01004623
4507,E01004624
4508,E01004625
4509,E01004626
4510,E01004627
4511,E01004628
4512,E01004629
4513,E01004630
4514,E01004631
4515,E01004632
4516,E01004633
4517,E01004634
4518,E01004635
4519,E01004636
4520,E01004637
4521,E01004638
4522,E01004639
4523,E01004640
4524,E01004641
4525,E01004642
4526,E01004643
4527,E01004644
4528,E01004645
4529,E01004646
4530,E01004647
4531,E01004648
4532,E01004649
4533,E01004650
4534,E01004651
4535,E01004652
4536,E01004653
4537,E01004654
4538,E01004656
4539,E01004657
4540,E01004658
4541,E01004659
4542,E01004660
4543,E01004661
4544,E01004662
4545,E01004663
4546,E01004665
4547,E01004666
4548,E01004667
4549,E01004668
4550,E01004669
4551,E01004670
4552,E01004674
4553,E01004675
4554,E01004676
4555,E01004677
4556,E01004678
4557,E01004679
4558,E01004680
4559,E01004681
4560,E01004682
4561,E01004683
4562,E01004684
4563,E01004686
4564,E01004687
4565,E01004688
4566,E01004689
4567,E01004690
4568,E01004691
4569,E01004692
4570,E01004693
4571,E01004694
4572,E01004695
4573,E01004696
4574,E01004697
4575,E01004698
4576,E01004699
4577,E01004700
4578,E01004701
4579,E01004702
4580,E01004703
4581,E01004705
4582,E01004706
4583,E01004707
4584,E01004708
4585,E01004709
4586,E01004710
4587,E01004711
4588,E01004712
4589,E01004713
4590,E01004714
4591,E01004715
4592,E01004716
4593,E01004717
4594,E01004718
4595,E01004719
4596,E01004720
4597,E01004721
4598,E01004722
4599,E01004723
4600,E01004724
4601,E01004725
4602,E01004726
4603,E01004727
4604,E01004728
4605,E01004729
4606,E01004730
4607,E01004731
4608,E01004732
4609,E01004733
4610,E01004734
4611,E01004735
4612,E01004736
4613,E01004737
4614,E01004738
4615,E01004739
4616,E01004740
4617,E01004741
4618,E01004742
4619,E01004743
4620,E01004744
4621,E01004745
4622,E01004746
4623,E01004747
4624,E01004748
4625,E01004749
4626,E01004750
4627,E01004751
4628,E01004752
4629,E01004753
4630,E01004754
4631,E01004755
4632,E01004756
4633,E01004757
4634,E01004760
4635,E01004761
4636,E01004762
4637,E01004763
4638,E01004765
4639,E01032512
4640,E01032513
4641,E01032562
4642,E01032563
4643,E01032564
4644,E01032565
4645,E01032566
4646,E01032567
4647,E01032568
4648,E01032569
4649,E01032570
4650,E01032572
4651,E01032573
4652,E01032574
4653,E01032575
4654,E01032576
4655,E01032577
4656,E01032579
4657,E01032580
4658,E01032581
4659,E01032582
4660,E01032583
4661,E01032584
4662,E01032623
4663,E01032637
4664,E01032638
4665,E01032639
4666,E01032640
4667,E01032646
4668,E01032719
4669,E01032722
4670,E01032739
4671,E01032740
4672,E01032741
4673,E01032742
4674,E01032743
4675,E01032744
4676,E01032764
4677,E01032765
4678,E01032766
4679,E01032767
4680,E01032768
4681,E01032769
4682,E01032770
4683,E01032771
4684,E01032772
4685,E01032773
4686,E01032774
4687,E01032776
4688,E01032777
4689,E01032778
4690,E01032779
4691,E01032780
4692,E01032781
4693,E01032782
4694,E01032783
4695,E01032784
4696,E01032785
4697,E01032786
4698,E01032787
4699,E01032788
4700,E01032789
4701,E01032790
4702,E01032803
4703,E01032805
4704,E01032834
4705,E01033000
4706,E01033030
4707,E01033081
4708,E01033082
4709,E01033083
4710,E01033084
4711,E01033085
4712,E01033086
4713,E01033093
4714,E01033098
4715,E01033099
4716,E01033100
4717,E01033101
4718,E01033132
4719,E01033133
4720,E01033135
4721,E01033146
4722,E01033150
4723,E01033151
4724,E01033153
4725,E01033207
4726,E01033208
4727,E01033320
4728,E01033322
4729,E01033324
4730,E01033325
4731,E01033327
4732,E01033341
4733,E01033424
4734,E01033455
4735,E01033456
4736,E01033457
4737,E01033463
4738,E01033464
4739,E01033485
4740,E01033486
4741,E01033487
4742,E01033488
4743,E01033489
4744,E01033490
4745,E01033491
4746,E01033492
4747,E01033493
4748,E01033494
4749,E01033568
4750,E01033569
4751,E01033570
4752,E01033571
4753,E01033572
4754,E01033573
4755,E01033574
4756,E01033575
4757,E01033576
4758,E01033577
4759,E01033578
4760,E01033579
4761,E01033580
4762,E01033581
4763,E01033582
4764,E01033583
4765,E01033584
4766,E01033585
4767,E01033586
4768,E01033587
4769,E01033588
4770,E01033589
4771,E01033590
4772,E01033591
4773,E01033592
4774,E01033593
4775,E01033594
4776,E01033595
4777,E01033596
4778,E01033597
4779,E01033598
4780,E01033599
4781,E01033600
4782,E01033601
4783,E01033602
4784,E01033603
4785,E01033604
4786,E01033605
4787,E01033606
4788,E01033607
4789,E01033608
4790,E01033698
4791,E01033699
4792,E01033700
4793,E01033701
4794,E01033702
4795,E01033703
4796,E01033704
4797,E01033705
4798,E01033706
4799,E01033707
4800,E01033708
4801,E01033709
4802,E01033710
4803,E01033711
4804,E01033712
4805,E01033713
4806,E01033724
4807,E01033725
4808,E01033726
4809,E01033727
4810,E01033728
4811,E01033729
4812,E01033730
4813,E01033731
4814,E01033732
4815,E01033733
4816,E01033734
4817,E01033735
4818,E01033736
4819,E01033737
4820,E01033738
4821,E01033739
4822,E01033740
4823,E01033741
4824,E01033742
4825,E01033743
4826,E01033744
4827,E01033745
4828,E01033746
