,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
4381,E01004495,20.94,0.182,-0.144,28.467,9.733,0.102,0.222,23.496,1.324,E01004495,6.0,E01004495,10.0,E01004495,15.0
4382,E01004496,28.51,0.012,-0.13,23.939,5.137,0.049,0.069,11.991,1.371,E01004496,6.0,E01004496,10.0,,
4383,E01004497,33.128,-0.636,-0.12,20.578,7.709,0.087,0.119,16.446,1.339,E01004497,3.0,E01004497,9.0,E01004497,12.0
4384,E01004498,28.856,-0.211,-0.364,16.22,1.939,0.04,0.064,8.707,1.515,E01004498,5.0,E01004498,6.0,E01004498,7.0
4385,E01004499,31.313,0.014,-0.248,26.006,8.574,0.046,0.093,13.847,1.476,E01004499,5.0,E01004499,6.0,E01004499,7.0
4386,E01004500,28.012,-0.966,-0.502,32.195,3.097,0.037,0.076,10.92,1.292,,,,,,
4387,E01004501,25.865,-0.248,-0.075,29.252,6.608,0.083,0.129,17.726,1.369,,,,,,
4388,E01004502,40.132,0.29,-1.17,21.135,0.236,0.035,0.038,9.379,1.676,E01004502,5.0,E01004502,6.0,E01004502,7.0
4389,E01004503,35.955,-0.332,0.179,30.272,7.988,0.073,0.111,18.546,1.884,E01004503,3.0,E01004503,3.0,E01004503,11.0
4390,E01004504,38.847,-0.302,-0.987,21.34,0.688,0.031,0.075,9.832,1.489,E01004504,3.0,E01004504,3.0,E01004504,11.0
4391,E01004505,31.298,-0.668,-1.452,30.707,0.5,0.018,0.041,7.752,1.417,E01004505,3.0,E01004505,4.0,E01004505,5.0
4392,E01004506,33.738,-0.1,-0.973,23.691,6.408,0.031,0.054,9.478,1.544,E01004506,3.0,E01004506,3.0,E01004506,11.0
4393,E01004507,31.184,-0.749,-1.212,25.303,4.484,0.032,0.064,8.65,1.387,E01004507,3.0,E01004507,3.0,E01004507,11.0
4394,E01004508,37.444,-0.426,-0.943,22.911,6.431,0.042,0.069,10.753,1.717,E01004508,5.0,E01004508,6.0,E01004508,7.0
4395,E01004509,29.942,0.772,-0.277,28.203,6.759,0.05,0.085,15.768,1.812,E01004509,1.0,E01004509,7.0,E01004509,8.0
4396,E01004510,27.56,0.11,-0.88,22.824,4.164,0.033,0.054,8.768,1.58,E01004510,6.0,E01004510,10.0,E01004510,15.0
4397,E01004511,36.202,0.146,-0.633,18.859,0.557,0.023,0.035,8.087,1.514,E01004511,5.0,E01004511,6.0,E01004511,7.0
4398,E01004512,30.881,0.251,-0.577,22.821,3.839,0.062,0.07,12.491,1.498,E01004512,5.0,,,,
4399,E01004513,25.487,0.444,-0.067,27.372,9.778,0.059,0.145,18.296,1.301,E01004513,1.0,E01004513,7.0,E01004513,8.0
4400,E01004514,32.853,-0.144,-0.336,18.085,2.84,0.039,0.055,9.256,1.616,E01004514,5.0,E01004514,6.0,E01004514,7.0
4401,E01004515,22.887,0.181,-0.158,29.083,2.523,0.066,0.099,14.846,1.413,E01004515,1.0,E01004515,7.0,E01004515,10.0
4402,E01004516,41.109,0.015,-0.917,24.678,2.377,0.051,0.069,12.313,1.219,E01004516,3.0,E01004516,3.0,,
4403,E01004517,24.467,0.017,-0.646,29.757,6.408,0.066,0.112,14.927,1.175,E01004517,5.0,E01004517,6.0,E01004517,7.0
4404,E01004518,39.252,-0.065,-0.967,21.949,2.874,0.06,0.09,13.045,1.308,,,,,,
4405,E01004519,33.615,0.246,-0.311,26.707,6.404,0.064,0.116,16.635,1.33,E01004519,3.0,E01004519,3.0,E01004519,4.0
4406,E01004520,34.086,-0.164,-0.723,27.681,9.266,0.068,0.127,16.54,1.269,E01004520,3.0,E01004520,3.0,E01004520,4.0
4407,E01004521,28.377,-0.238,-0.645,24.979,14.269,0.076,0.126,16.432,1.119,E01004521,5.0,E01004521,6.0,E01004521,7.0
4408,E01004522,33.546,-0.101,-0.716,27.045,10.197,0.079,0.15,18.304,1.247,,,,,,
4409,E01004523,37.293,0.319,-0.371,32.982,4.427,0.07,0.126,19.06,1.597,E01004523,3.0,E01004523,4.0,E01004523,5.0
4410,E01004524,22.484,-0.107,0.667,33.505,26.681,0.169,0.251,35.049,1.302,E01004524,4.0,E01004524,5.0,,
4411,E01004525,38.572,1.003,-0.207,31.134,8.06,0.066,0.119,21.561,1.895,E01004525,6.0,E01004525,10.0,E01004525,20.0
4412,E01004526,35.758,0.91,0.096,26.883,6.927,0.078,0.15,22.8,1.99,E01004526,5.0,E01004526,6.0,E01004526,7.0
4413,E01004527,36.627,0.763,-0.487,26.126,5.267,0.039,0.09,15.258,1.602,E01004527,5.0,E01004527,6.0,E01004527,7.0
4414,E01004528,30.365,0.473,0.251,31.966,16.633,0.124,0.201,28.667,1.523,E01004528,3.0,E01004528,3.0,E01004528,11.0
4415,E01004529,35.471,0.008,-0.589,25.661,4.26,0.045,0.102,13.45,1.363,E01004529,5.0,E01004529,6.0,E01004529,7.0
4416,E01004530,30.927,-0.141,-0.433,27.021,2.751,0.069,0.118,15.181,1.515,E01004530,5.0,E01004530,6.0,E01004530,7.0
4417,E01004531,43.357,0.036,0.367,27.659,6.178,0.102,0.184,25.305,1.388,E01004531,5.0,E01004531,6.0,E01004531,7.0
4418,E01004532,26.663,-0.302,-0.285,24.268,4.669,0.083,0.133,16.141,1.194,E01004532,3.0,E01004532,3.0,E01004532,4.0
4419,E01004533,35.326,0.486,0.05,27.045,15.228,0.129,0.184,27.038,1.352,,,,,,
4420,E01004534,41.62,1.128,-0.709,18.581,1.104,0.033,0.056,13.523,2.042,E01004534,5.0,E01004534,6.0,E01004534,7.0
4421,E01004535,23.307,0.471,0.731,36.334,18.777,0.171,0.276,37.698,1.465,,,,,,
4422,E01004536,55.448,0.01,0.115,30.947,8.766,0.075,0.14,23.52,1.402,E01004536,1.0,E01004536,7.0,E01004536,8.0
4423,E01004537,27.221,0.824,0.372,40.475,13.716,0.132,0.234,33.441,1.675,E01004537,1.0,E01004537,7.0,E01004537,8.0
4424,E01004538,26.219,0.313,-0.205,34.732,17.967,0.101,0.189,25.102,1.718,E01004538,1.0,,,,
4425,E01004539,26.808,0.577,0.264,37.364,15.281,0.155,0.254,34.145,1.773,E01004539,8.0,E01004539,12.0,E01004539,18.0
4426,E01004540,34.216,0.642,0.072,31.83,5.865,0.121,0.179,26.388,1.866,,,,,,
4427,E01004541,24.865,0.951,0.706,33.709,21.159,0.17,0.265,38.578,1.677,E01004541,1.0,E01004541,7.0,E01004541,8.0
4428,E01004542,27.103,-0.172,-0.877,19.079,0.811,0.034,0.048,6.98,1.148,E01004542,5.0,E01004542,6.0,E01004542,7.0
4429,E01004543,28.847,0.017,-0.833,22.173,0.071,0.032,0.048,7.903,1.157,E01004543,5.0,E01004543,6.0,E01004543,7.0
4430,E01004544,32.832,0.656,-0.516,19.42,0.26,0.046,0.072,12.086,1.604,E01004544,5.0,E01004544,8.0,E01004544,9.0
4431,E01004545,40.603,0.333,-0.891,25.378,2.471,0.03,0.039,10.551,1.805,E01004545,6.0,E01004545,10.0,E01004545,17.0
4432,E01004546,23.953,-0.349,-0.596,16.993,2.49,0.037,0.045,6.62,1.19,E01004546,5.0,E01004546,6.0,E01004546,7.0
4433,E01004547,23.142,0.205,-0.1,27.305,5.775,0.12,0.135,20.336,1.271,E01004547,5.0,E01004547,6.0,E01004547,7.0
4434,E01004548,36.402,0.148,-0.015,28.692,5.611,0.063,0.109,17.492,1.876,E01004548,6.0,E01004548,10.0,E01004548,17.0
4435,E01004549,30.185,0.245,0.519,25.928,7.8,0.085,0.096,19.334,1.668,E01004549,5.0,E01004549,6.0,E01004549,7.0
4436,E01004550,20.351,0.167,-0.125,26.089,4.117,0.042,0.112,13.202,1.143,,,,,,
4437,E01004551,44.859,0.847,-0.322,28.059,5.477,0.051,0.073,17.486,2.017,E01004551,6.0,E01004551,10.0,E01004551,17.0
4438,E01004552,36.854,0.562,-0.824,20.898,12.371,0.018,0.029,10.655,1.923,E01004552,6.0,E01004552,10.0,E01004552,20.0
4439,E01004553,27.781,0.519,-0.411,23.69,1.727,0.04,0.064,11.274,1.794,E01004553,5.0,E01004553,6.0,E01004553,7.0
4440,E01004554,35.285,0.233,-1.153,12.989,0.1,0.016,0.026,6.516,1.887,E01004554,7.0,E01004554,11.0,E01004554,19.0
4441,E01004555,34.083,-0.462,-1.457,12.425,0.101,0.02,0.02,4.844,1.313,E01004555,5.0,E01004555,6.0,E01004555,7.0
4442,E01004556,32.98,-0.629,-1.23,10.193,0.158,0.018,0.033,4.709,1.152,E01004556,5.0,E01004556,8.0,E01004556,9.0
4443,E01004557,32.23,-0.672,-0.726,19.266,1.063,0.047,0.056,8.329,1.457,E01004557,5.0,E01004557,6.0,E01004557,7.0
4444,E01004558,23.738,-0.275,-1.358,15.029,0.986,0.034,0.054,5.821,1.279,E01004558,5.0,E01004558,6.0,E01004558,7.0
4445,E01004559,34.493,-0.166,-1.076,19.685,0.105,0.028,0.048,7.589,1.246,E01004559,5.0,E01004559,6.0,E01004559,7.0
4446,E01004560,53.31,0.938,-0.629,25.613,3.418,0.041,0.077,17.433,1.919,,,,,,
4447,E01004562,47.76,0.182,-0.058,34.273,15.153,0.116,0.215,29.861,1.622,,,,,,
4448,E01004563,72.509,0.512,-0.074,37.906,8.483,0.094,0.164,30.537,1.858,E01004563,1.0,E01004563,7.0,E01004563,8.0
4449,E01004564,32.062,0.047,0.245,28.37,7.704,0.076,0.108,18.491,1.467,,,,,,
4450,E01004565,34.529,0.327,-0.01,24.256,11.94,0.079,0.119,19.254,1.508,E01004565,5.0,E01004565,6.0,E01004565,7.0
4451,E01004566,40.904,0.598,-0.828,21.404,4.272,0.025,0.058,11.738,2.142,,,,,,
4452,E01004567,18.798,-0.096,0.43,38.584,17.49,0.14,0.25,31.614,1.132,E01004567,1.0,E01004567,7.0,E01004567,8.0
4453,E01004568,18.56,0.411,0.123,31.899,23.67,0.084,0.169,23.695,1.074,E01004568,4.0,E01004568,5.0,E01004568,6.0
4454,E01004569,23.832,0.62,0.183,30.011,14.793,0.104,0.168,24.659,1.122,E01004569,4.0,E01004569,5.0,E01004569,14.0
4455,E01004570,16.594,0.218,0.762,32.773,26.903,0.142,0.25,33.572,0.957,E01004570,4.0,E01004570,5.0,,
4456,E01004571,23.852,0.506,-0.075,31.437,18.443,0.095,0.187,24.607,1.034,,,,,,
4457,E01004572,21.583,1.062,-0.328,35.035,8.75,0.09,0.142,22.976,1.437,E01004572,7.0,E01004572,11.0,E01004572,16.0
4458,E01004573,36.312,0.409,0.028,45.471,16.034,0.099,0.139,27.314,1.41,,,,,,
4459,E01004574,15.623,0.057,0.654,33.929,29.845,0.146,0.277,34.899,0.783,E01004574,4.0,E01004574,5.0,E01004574,6.0
4460,E01004575,26.946,0.092,0.361,39.638,13.071,0.126,0.212,29.395,1.4,,,,,,
4461,E01004576,20.089,-0.035,0.246,38.826,16.049,0.123,0.179,26.61,1.046,E01004576,3.0,E01004576,4.0,E01004576,5.0
4462,E01004577,42.729,0.215,-0.233,26.69,2.255,0.039,0.08,14.287,1.863,E01004577,5.0,E01004577,6.0,E01004577,7.0
4463,E01004579,43.297,0.417,-0.275,25.928,2.865,0.078,0.114,18.872,1.921,E01004579,5.0,,,,
4464,E01004580,38.607,0.558,0.322,29.717,1.833,0.05,0.106,18.717,1.68,E01004580,1.0,E01004580,7.0,E01004580,10.0
4465,E01004581,35.66,-0.319,-0.482,27.957,6.135,0.06,0.116,15.428,1.409,,,,,,
4466,E01004582,34.612,-0.709,-1.806,23.893,3.466,0.042,0.063,9.047,1.339,E01004582,5.0,E01004582,6.0,E01004582,7.0
4467,E01004583,29.071,0.097,-0.33,25.386,2.151,0.046,0.087,12.262,1.795,E01004583,1.0,E01004583,7.0,E01004583,8.0
4468,E01004584,22.898,-0.467,0.306,37.44,17.284,0.143,0.273,32.114,1.541,E01004584,4.0,E01004584,5.0,E01004584,14.0
4469,E01004585,34.928,0.089,-0.195,21.578,2.698,0.031,0.049,10.139,1.877,E01004585,5.0,E01004585,6.0,E01004585,7.0
4470,E01004586,41.035,-0.157,-0.651,21.427,2.77,0.035,0.054,10.15,1.861,E01004586,5.0,E01004586,6.0,E01004586,7.0
4471,E01004587,41.792,-0.134,-0.704,15.091,1.676,0.033,0.04,8.468,1.559,E01004587,5.0,,,,
4472,E01004588,45.709,0.775,-0.48,22.969,1.906,0.035,0.036,12.896,2.139,E01004588,5.0,,,,
4473,E01004589,42.642,-0.149,-0.868,16.462,0.574,0.022,0.028,7.633,1.623,E01004589,5.0,E01004589,8.0,E01004589,9.0
4474,E01004590,35.862,0.412,-0.029,26.966,6.991,0.132,0.176,25.382,1.7,E01004590,5.0,E01004590,6.0,E01004590,7.0
4475,E01004591,31.353,0.266,-0.024,27.034,4.939,0.082,0.125,18.629,1.649,,,,,,
4476,E01004592,36.317,0.328,0.176,25.146,12.003,0.127,0.171,25.647,1.379,E01004592,5.0,,,,
4477,E01004593,24.414,-0.207,-0.715,21.53,0.908,0.039,0.07,8.54,1.254,E01004593,5.0,E01004593,6.0,E01004593,7.0
4478,E01004594,33.326,-0.364,-1.196,13.412,0.287,0.02,0.028,5.248,1.332,E01004594,3.0,E01004594,3.0,E01004594,4.0
4479,E01004595,29.988,-0.093,-0.819,19.687,6.7,0.029,0.05,8.241,1.229,E01004595,5.0,E01004595,6.0,E01004595,7.0
4480,E01004596,36.42,-0.494,-0.87,14.948,0.249,0.027,0.029,6.139,1.136,E01004596,5.0,E01004596,6.0,E01004596,7.0
4481,E01004597,26.817,-0.16,-0.372,19.219,0.775,0.067,0.092,11.97,1.306,E01004597,5.0,E01004597,6.0,E01004597,7.0
4482,E01004598,36.164,0.027,-0.497,14.463,2.626,0.03,0.043,8.252,1.373,E01004598,5.0,E01004598,6.0,E01004598,7.0
4483,E01004599,25.511,-1.037,-1.103,11.06,0.521,0.02,0.03,3.568,0.842,E01004599,5.0,E01004599,6.0,E01004599,7.0
4484,E01004600,26.766,0.231,-0.181,40.422,12.588,0.119,0.215,27.898,1.597,,,,,,
4485,E01004601,33.847,0.899,-0.248,28.991,3.919,0.063,0.125,19.4,1.594,E01004601,3.0,E01004601,3.0,E01004601,11.0
4486,E01004602,45.217,0.358,-0.92,19.838,1.213,0.015,0.03,9.577,1.819,E01004602,5.0,E01004602,6.0,E01004602,7.0
4487,E01004604,41.458,0.209,-1.4,18.669,0.091,0.02,0.015,7.81,1.619,E01004604,3.0,E01004604,4.0,E01004604,5.0
4488,E01004605,25.842,-0.283,-0.824,25.236,2.296,0.07,0.099,12.649,1.481,E01004605,6.0,E01004605,10.0,E01004605,15.0
4489,E01004606,38.531,-0.607,-0.984,16.424,0.915,0.013,0.019,6.039,1.3,E01004606,5.0,E01004606,6.0,E01004606,7.0
4490,E01004607,34.003,-0.035,-1.622,21.868,0.444,0.024,0.028,6.918,1.266,E01004607,3.0,E01004607,3.0,E01004607,4.0
4491,E01004608,28.095,0.68,-0.261,25.408,7.563,0.054,0.098,15.701,1.732,E01004608,5.0,E01004608,6.0,E01004608,7.0
4492,E01004609,46.29,0.403,-0.655,26.525,0.139,0.019,0.029,11.246,1.846,E01004609,6.0,E01004609,10.0,E01004609,20.0
4493,E01004610,36.117,1.234,-0.481,29.419,5.102,0.064,0.102,19.919,1.78,E01004610,3.0,E01004610,3.0,E01004610,4.0
4494,E01004611,41.299,0.39,-0.476,24.627,6.826,0.056,0.092,15.858,1.622,E01004611,5.0,E01004611,6.0,E01004611,7.0
4495,E01004612,34.986,0.385,-0.182,30.19,4.682,0.082,0.158,21.038,1.966,E01004612,3.0,E01004612,3.0,E01004612,11.0
4496,E01004613,52.271,1.054,-0.046,35.107,15.649,0.092,0.221,32.542,2.014,E01004613,5.0,E01004613,6.0,E01004613,7.0
4497,E01004614,25.969,-0.613,-0.051,29.567,13.995,0.072,0.127,17.52,1.156,E01004614,5.0,E01004614,6.0,E01004614,7.0
4498,E01004615,26.204,0.732,0.664,35.617,22.371,0.161,0.254,37.117,1.416,,,,,,
4499,E01004616,28.502,0.384,-0.357,32.62,10.605,0.051,0.096,16.16,1.744,E01004616,5.0,,,,
4500,E01004617,21.253,0.134,0.548,35.252,15.563,0.076,0.146,22.718,0.934,E01004617,6.0,E01004617,10.0,E01004617,17.0
4501,E01004618,33.192,1.473,-1.002,19.78,1.829,0.032,0.051,13.315,1.719,,,,,,
4502,E01004619,42.324,1.176,-1.168,24.249,1.471,0.033,0.041,13.597,1.679,E01004619,3.0,E01004619,4.0,E01004619,5.0
4503,E01004620,41.187,-0.041,-0.345,22.319,2.756,0.059,0.074,13.595,1.378,E01004620,5.0,E01004620,6.0,E01004620,7.0
4504,E01004621,40.286,0.555,-0.809,31.974,3.755,0.052,0.086,16.179,1.913,E01004621,3.0,E01004621,4.0,E01004621,5.0
4505,E01004622,31.991,0.263,-0.289,42.432,19.721,0.061,0.105,21.096,1.567,,,,,,
4506,E01004623,21.572,-0.151,-0.602,21.689,1.32,0.045,0.069,8.842,1.057,E01004623,5.0,E01004623,6.0,E01004623,7.0
4507,E01004624,25.33,0.794,-0.165,31.391,8.584,0.077,0.11,19.498,1.303,E01004624,3.0,,,,
4508,E01004625,31.706,0.355,-1.487,23.932,0.793,0.016,0.014,7.552,1.235,E01004625,3.0,E01004625,9.0,E01004625,12.0
4509,E01004626,30.374,0.341,0.271,25.972,0.496,0.059,0.055,14.008,1.064,E01004626,3.0,E01004626,4.0,E01004626,5.0
4510,E01004627,32.729,-0.422,-1.019,23.348,1.38,0.055,0.067,10.143,1.486,E01004627,5.0,E01004627,6.0,E01004627,7.0
4511,E01004628,21.544,-0.747,1.082,38.045,5.318,0.098,0.119,23.386,1.345,,,,,,
4512,E01004629,24.127,0.059,-1.235,24.982,1.023,0.043,0.058,8.717,1.106,E01004629,3.0,E01004629,9.0,E01004629,12.0
4513,E01004630,18.181,0.212,0.212,33.843,18.587,0.144,0.234,29.906,1.062,E01004630,4.0,E01004630,5.0,E01004630,14.0
4514,E01004631,28.338,0.166,0.217,28.082,8.854,0.084,0.153,20.805,1.419,E01004631,4.0,E01004631,5.0,E01004631,14.0
4515,E01004632,23.534,-0.434,-0.989,21.883,1.746,0.039,0.079,8.395,0.95,,,,,,
4516,E01004633,19.173,-0.442,-0.141,32.893,14.84,0.119,0.249,26.263,0.968,E01004633,4.0,E01004633,5.0,E01004633,14.0
4517,E01004634,23.821,-0.212,-0.561,26.414,3.876,0.063,0.1,12.856,1.197,,,,,,
4518,E01004635,19.649,-0.251,-0.872,25.542,12.108,0.071,0.094,13.215,1.143,E01004635,4.0,E01004635,5.0,E01004635,14.0
4519,E01004636,20.888,-0.262,-0.341,26.241,8.997,0.076,0.129,15.699,0.995,,,,,,
4520,E01004637,17.219,-0.864,-0.549,29.06,3.557,0.087,0.13,14.919,0.947,E01004637,4.0,E01004637,5.0,E01004637,14.0
4521,E01004638,30.705,0.008,-1.54,15.675,1.393,0.041,0.035,6.727,1.065,E01004638,3.0,E01004638,3.0,E01004638,11.0
4522,E01004639,35.268,-0.408,-0.803,27.992,3.677,0.037,0.059,10.4,1.631,E01004639,3.0,E01004639,3.0,E01004639,11.0
4523,E01004640,25.728,-0.798,-1.443,21.916,1.556,0.022,0.033,5.165,1.432,E01004640,3.0,E01004640,3.0,E01004640,4.0
4524,E01004641,34.595,-0.183,-0.34,36.165,2.572,0.094,0.124,19.668,1.587,E01004641,3.0,,,,
4525,E01004642,23.791,0.445,-0.043,41.092,13.266,0.085,0.117,22.167,1.008,E01004642,3.0,E01004642,3.0,E01004642,11.0
4526,E01004643,18.482,-0.228,-0.009,30.846,7.728,0.113,0.18,21.764,1.092,E01004643,4.0,E01004643,5.0,E01004643,14.0
4527,E01004644,19.008,0.225,-0.119,36.401,8.83,0.071,0.117,18.179,0.849,E01004644,3.0,,,,
4528,E01004645,18.554,0.051,0.717,32.761,19.184,0.117,0.214,28.701,1.134,E01004645,4.0,E01004645,5.0,E01004645,14.0
4529,E01004646,47.688,0.695,-2.011,18.552,14.799,0.04,0.061,14.374,1.461,,,,,,
4530,E01004647,39.136,0.14,-1.461,19.447,12.759,0.08,0.108,16.324,1.729,E01004647,8.0,E01004647,12.0,E01004647,18.0
4531,E01004648,30.686,0.043,-1.842,20.589,6.62,0.048,0.076,10.456,1.384,,,,,,
4532,E01004649,26.962,-0.379,-2.464,19.803,6.457,0.019,0.045,6.385,1.321,E01004649,8.0,E01004649,12.0,E01004649,18.0
4533,E01004650,32.409,-0.453,-2.313,18.466,1.574,0.025,0.038,5.964,1.744,E01004650,1.0,E01004650,7.0,E01004650,10.0
4534,E01004651,40.12,-1.11,-1.599,23.261,11.401,0.025,0.05,9.221,1.447,E01004651,8.0,E01004651,12.0,E01004651,18.0
4535,E01004652,33.505,0.706,-0.452,24.671,8.659,0.048,0.101,15.871,2.066,,,,,,
4536,E01004653,40.894,0.354,-1.358,17.709,2.277,0.046,0.058,10.84,1.82,E01004653,5.0,E01004653,6.0,E01004653,7.0
4537,E01004654,39.314,0.431,-1.16,22.168,3.988,0.051,0.072,12.798,1.947,,,,,,
4538,E01004656,44.198,0.747,-0.423,27.75,7.8,0.105,0.137,23.605,2.093,E01004656,5.0,E01004656,6.0,E01004656,7.0
4539,E01004657,50.447,0.729,-1.909,21.73,3.459,0.01,0.025,11.499,2.659,E01004657,1.0,E01004657,1.0,,
4540,E01004658,40.935,0.728,-0.511,25.555,7.353,0.048,0.073,15.648,2.448,E01004658,1.0,E01004658,1.0,E01004658,1.0
4541,E01004659,30.629,-0.929,-1.561,25.027,2.54,0.035,0.053,7.589,1.059,E01004659,1.0,E01004659,1.0,E01004659,2.0
4542,E01004660,39.256,0.125,-2.16,20.553,5.954,0.02,0.035,8.583,2.141,,,,,,
4543,E01004661,52.05,-0.018,-0.695,23.733,2.699,0.103,0.126,20.233,2.256,E01004661,1.0,E01004661,1.0,E01004661,1.0
4544,E01004662,61.821,-0.374,-1.892,25.19,1.021,0.028,0.043,12.001,2.318,E01004662,1.0,E01004662,1.0,E01004662,2.0
4545,E01004663,40.493,1.208,-1.221,21.075,1.858,0.074,0.092,17.986,2.466,E01004663,1.0,E01004663,1.0,E01004663,2.0
4546,E01004665,26.967,-0.306,0.247,27.256,26.28,0.203,0.286,36.498,1.706,E01004665,2.0,E01004665,2.0,E01004665,3.0
4547,E01004666,39.147,0.276,-0.141,21.871,7.189,0.145,0.197,26.096,2.068,E01004666,1.0,E01004666,1.0,E01004666,1.0
4548,E01004667,59.957,0.239,0.009,22.362,11.014,0.155,0.179,30.083,2.303,E01004667,1.0,E01004667,1.0,E01004667,1.0
4549,E01004668,35.177,-0.006,-0.563,22.369,2.953,0.105,0.14,18.423,1.885,E01004668,1.0,,,,
4550,E01004669,35.671,0.026,0.163,24.742,15.597,0.148,0.263,30.923,2.351,E01004669,1.0,,,,
4551,E01004670,23.928,-0.277,0.442,28.455,32.239,0.256,0.385,48.003,1.593,E01004670,1.0,,,,
4552,E01004674,31.277,0.633,-0.058,23.319,16.34,0.179,0.283,34.303,2.01,E01004674,5.0,E01004674,8.0,E01004674,9.0
4553,E01004675,32.767,0.583,0.257,25.278,6.887,0.172,0.267,33.045,1.796,E01004675,5.0,E01004675,6.0,E01004675,7.0
4554,E01004676,29.282,0.273,-0.249,23.683,11.063,0.105,0.164,21.229,1.601,E01004676,1.0,E01004676,7.0,E01004676,10.0
4555,E01004677,30.175,-0.03,-0.026,23.051,8.957,0.125,0.183,22.942,1.509,E01004677,5.0,E01004677,8.0,E01004677,9.0
4556,E01004678,31.431,0.451,0.019,22.782,12.077,0.124,0.182,24.677,1.739,E01004678,5.0,E01004678,6.0,E01004678,7.0
4557,E01004679,44.142,0.529,-0.059,23.798,12.039,0.155,0.252,32.133,2.026,,,,,,
4558,E01004680,44.367,0.857,-1.959,19.019,6.054,0.017,0.025,11.027,2.683,E01004680,1.0,E01004680,7.0,,
4559,E01004681,45.063,-1.158,-0.894,24.152,9.947,0.042,0.07,12.054,1.431,,,,,,
4560,E01004682,47.705,0.521,-0.846,30.281,5.96,0.032,0.051,14.246,2.203,E01004682,1.0,E01004682,1.0,E01004682,1.0
4561,E01004683,37.698,0.586,-2.064,19.211,1.929,0.019,0.024,8.566,2.215,E01004683,1.0,E01004683,7.0,E01004683,8.0
4562,E01004684,46.891,1.282,-1.082,23.592,13.385,0.063,0.108,21.313,2.585,E01004684,1.0,E01004684,7.0,E01004684,8.0
4563,E01004686,51.444,1.141,-0.671,26.079,9.808,0.088,0.116,23.844,2.528,E01004686,1.0,E01004686,1.0,E01004686,1.0
4564,E01004687,38.612,0.217,-2.576,17.361,0.361,0.007,0.009,6.967,2.007,E01004687,1.0,E01004687,7.0,,
4565,E01004688,31.686,-0.855,-2.34,19.788,5.284,0.003,0.006,5.319,1.63,E01004688,1.0,E01004688,7.0,,
4566,E01004689,51.545,1.982,-2.528,17.528,4.805,0.007,0.009,15.963,2.535,E01004689,7.0,E01004689,11.0,E01004689,16.0
4567,E01004690,36.369,-1.274,-2.762,19.949,2.295,0.006,0.013,5.445,2.179,E01004690,1.0,E01004690,7.0,E01004690,10.0
4568,E01004691,59.133,-0.196,-2.792,25.349,3.779,0.006,0.013,10.967,2.42,,,,,,
4569,E01004692,37.317,-0.649,-2.321,20.247,6.899,0.007,0.008,6.602,2.045,,,,,,
4570,E01004693,47.548,1.046,-1.795,21.053,2.485,0.026,0.034,12.614,2.197,E01004693,1.0,E01004693,7.0,E01004693,10.0
4571,E01004694,36.628,0.098,-2.124,26.387,2.994,0.02,0.026,8.45,1.541,E01004694,1.0,E01004694,7.0,E01004694,8.0
4572,E01004695,36.709,0.843,-0.78,25.149,3.114,0.03,0.058,12.739,1.988,E01004695,2.0,E01004695,2.0,E01004695,3.0
4573,E01004696,35.34,0.156,0.36,28.489,10.259,0.165,0.253,32.394,2.219,E01004696,8.0,E01004696,12.0,,
4574,E01004697,44.723,0.747,-1.073,24.451,9.793,0.05,0.08,16.233,2.193,E01004697,1.0,E01004697,7.0,E01004697,10.0
4575,E01004698,38.327,1.465,-0.591,31.351,4.095,0.06,0.078,19.958,1.585,,,,,,
4576,E01004699,51.443,0.932,-1.514,26.465,2.4,0.03,0.053,14.726,1.866,E01004699,6.0,E01004699,10.0,E01004699,17.0
4577,E01004700,40.504,0.181,-1.775,28.223,5.285,0.037,0.048,11.301,1.384,E01004700,5.0,E01004700,8.0,E01004700,9.0
4578,E01004701,44.905,-0.696,-1.166,17.462,3.45,0.034,0.063,9.41,1.662,E01004701,5.0,E01004701,6.0,E01004701,7.0
4579,E01004702,37.474,0.592,0.27,27.939,22.182,0.214,0.315,42.113,2.298,E01004702,1.0,E01004702,7.0,E01004702,8.0
4580,E01004703,38.993,0.597,-2.141,17.18,4.762,0.029,0.059,10.512,1.781,E01004703,1.0,E01004703,7.0,E01004703,8.0
4581,E01004705,33.803,-0.126,-1.708,11.189,1.384,0.016,0.028,5.344,1.614,E01004705,5.0,E01004705,6.0,E01004705,7.0
4582,E01004706,27.727,0.631,-0.935,11.103,1.105,0.02,0.042,7.391,1.476,E01004706,5.0,E01004706,6.0,E01004706,7.0
4583,E01004707,26.515,-0.276,-2.2,10.804,0.646,0.015,0.025,3.915,1.51,,,,,,
4584,E01004708,45.923,0.441,-0.3,23.3,4.25,0.114,0.148,22.865,1.597,E01004708,5.0,E01004708,6.0,E01004708,7.0
4585,E01004709,30.62,-0.13,-0.601,20.999,5.448,0.12,0.175,20.127,1.735,E01004709,1.0,E01004709,7.0,E01004709,10.0
