,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
4586,E01004710,33.88,0.898,-0.194,24.255,12.795,0.153,0.243,31.131,1.904,,,,,,
4587,E01004711,27.529,-0.151,-0.154,23.441,13.828,0.131,0.206,24.274,1.565,E01004711,1.0,E01004711,7.0,E01004711,10.0
4588,E01004712,50.201,-0.109,-1.963,21.574,6.017,0.026,0.057,11.061,2.393,E01004712,1.0,E01004712,1.0,E01004712,1.0
4589,E01004713,49.819,-0.531,-2.398,16.021,3.033,0.009,0.011,7.513,2.026,E01004713,1.0,,,,
4590,E01004714,57.811,-0.229,-2.169,20.846,1.454,0.021,0.035,10.268,2.248,E01004714,1.0,E01004714,1.0,E01004714,1.0
4591,E01004715,37.274,-0.651,-0.536,25.484,13.01,0.065,0.111,15.84,1.91,E01004715,1.0,E01004715,1.0,E01004715,1.0
4592,E01004716,45.614,-0.649,-2.723,21.968,0.884,0.007,0.012,7.362,2.359,E01004716,1.0,,,,
4593,E01004717,69.231,-0.363,-1.733,20.928,0.172,0.024,0.038,12.041,2.439,E01004717,1.0,E01004717,1.0,E01004717,1.0
4594,E01004718,40.099,0.475,0.16,22.984,20.38,0.14,0.206,29.795,1.816,E01004718,5.0,E01004718,8.0,E01004718,9.0
4595,E01004719,42.808,0.234,-0.074,22.382,13.199,0.146,0.216,28.56,1.469,E01004719,5.0,E01004719,8.0,E01004719,9.0
4596,E01004720,42.833,0.616,-0.051,24.141,19.59,0.152,0.23,32.043,2.066,E01004720,5.0,,,,
4597,E01004721,31.75,0.728,0.465,24.365,16.558,0.2,0.288,38.504,1.817,E01004721,5.0,E01004721,6.0,E01004721,7.0
4598,E01004722,25.341,0.115,-0.066,24.742,21.196,0.196,0.313,35.96,1.409,E01004722,1.0,E01004722,7.0,E01004722,10.0
4599,E01004723,33.89,0.248,-0.051,23.127,13.807,0.152,0.244,29.307,1.688,E01004723,5.0,E01004723,8.0,E01004723,9.0
4600,E01004724,29.831,-0.642,-1.645,22.075,17.012,0.045,0.076,10.86,1.326,E01004724,2.0,E01004724,2.0,E01004724,3.0
4601,E01004725,39.103,0.631,-0.585,30.624,15.352,0.107,0.21,27.158,2.312,,,,,,
4602,E01004726,46.394,-0.227,-2.03,18.807,3.766,0.034,0.047,9.4,1.76,E01004726,8.0,E01004726,12.0,E01004726,18.0
4603,E01004727,47.97,0.207,-2.887,25.403,3.589,0.007,0.022,10.116,2.4,E01004727,7.0,E01004727,11.0,E01004727,16.0
4604,E01004728,35.939,0.029,-0.614,22.468,5.516,0.057,0.122,14.858,1.971,,,,,,
4605,E01004729,34.973,-0.745,0.049,24.344,4.818,0.143,0.223,25.605,1.664,,,,,,
4606,E01004730,31.228,-0.492,-2.469,20.873,2.261,0.025,0.047,6.582,1.849,E01004730,7.0,E01004730,11.0,E01004730,19.0
4607,E01004731,54.183,-1.359,-1.985,18.589,6.307,0.026,0.054,10.008,1.072,,,,,,
4608,E01004732,26.1,-0.833,1.161,21.907,20.313,0.28,0.283,43.66,1.2,E01004732,1.0,E01004732,1.0,E01004732,2.0
4609,E01004733,55.552,-0.702,-1.141,18.2,7.629,0.105,0.1,18.171,2.318,E01004733,1.0,E01004733,1.0,E01004733,2.0
4610,E01004734,50.109,1.262,-0.136,26.387,3.345,0.14,0.172,30.2,2.718,E01004734,2.0,E01004734,2.0,E01004734,3.0
4611,E01004735,45.73,-0.334,0.647,24.915,3.812,0.226,0.216,35.28,2.137,E01004735,2.0,E01004735,2.0,E01004735,3.0
4612,E01004736,54.538,0.01,-2.151,19.643,4.252,0.012,0.006,9.719,2.331,E01004736,6.0,E01004736,10.0,E01004736,17.0
4613,E01004737,34.673,-0.131,-0.507,22.635,13.171,0.111,0.144,20.233,2.361,,,,,,
4614,E01004738,47.206,-0.176,-1.338,21.097,0.325,0.031,0.044,9.473,2.236,E01004738,1.0,E01004738,7.0,E01004738,10.0
4615,E01004739,46.246,-1.2,-1.086,23.748,1.995,0.021,0.057,9.446,2.226,E01004739,5.0,E01004739,6.0,E01004739,7.0
4616,E01004740,30.485,0.897,0.428,26.887,8.738,0.161,0.253,33.582,2.0,E01004740,1.0,E01004740,1.0,E01004740,1.0
4617,E01004741,38.574,0.39,-0.289,26.633,5.466,0.085,0.15,20.616,2.157,,,,,,
4618,E01004742,40.069,-0.395,-1.022,17.789,1.163,0.054,0.085,11.205,1.713,,,,,,
4619,E01004743,36.467,-0.895,-0.298,22.87,8.142,0.113,0.176,20.842,1.619,E01004743,1.0,E01004743,1.0,E01004743,1.0
4620,E01004744,33.836,-0.941,0.32,20.726,5.517,0.165,0.187,25.478,1.325,E01004744,1.0,E01004744,1.0,E01004744,1.0
4621,E01004745,60.305,-1.218,-1.242,20.273,5.824,0.072,0.096,16.175,2.341,,,,,,
4622,E01004746,43.753,-0.328,-0.165,26.833,11.147,0.155,0.198,27.661,1.554,E01004746,1.0,E01004746,1.0,E01004746,2.0
4623,E01004747,36.915,-0.031,0.073,22.236,2.015,0.12,0.167,22.157,1.807,E01004747,1.0,E01004747,1.0,E01004747,2.0
4624,E01004748,42.013,-0.284,-1.44,20.308,0.956,0.04,0.044,8.835,1.661,,,,,,
4625,E01004749,44.938,-0.15,-1.128,20.379,1.945,0.061,0.087,13.225,1.635,E01004749,1.0,E01004749,1.0,E01004749,1.0
4626,E01004750,39.153,-0.523,-0.318,23.828,2.753,0.079,0.179,18.907,1.377,E01004750,6.0,E01004750,10.0,E01004750,17.0
4627,E01004751,37.824,0.391,-1.395,14.353,2.129,0.047,0.064,10.367,1.756,E01004751,5.0,E01004751,6.0,E01004751,7.0
4628,E01004752,39.673,-0.18,0.224,24.465,2.527,0.115,0.158,22.513,1.742,E01004752,5.0,E01004752,8.0,E01004752,9.0
4629,E01004753,39.317,-0.25,-0.665,19.982,1.818,0.09,0.126,16.395,1.695,E01004753,5.0,,,,
4630,E01004754,34.614,0.716,0.891,24.425,21.818,0.226,0.331,45.911,2.164,E01004754,1.0,,,,
4631,E01004755,32.999,0.112,0.151,26.477,8.471,0.147,0.237,28.633,2.048,E01004755,1.0,E01004755,1.0,E01004755,1.0
4632,E01004756,29.712,-0.01,0.269,26.26,4.441,0.119,0.168,22.8,1.54,,,,,,
4633,E01004757,39.957,0.358,0.241,24.912,19.094,0.206,0.321,40.501,2.076,E01004757,1.0,E01004757,7.0,E01004757,8.0
4634,E01004760,32.017,0.875,-0.173,23.148,6.727,0.115,0.193,24.998,1.942,E01004760,5.0,E01004760,6.0,E01004760,7.0
4635,E01004761,44.092,-0.518,-2.131,21.998,5.66,0.028,0.03,8.467,1.744,E01004761,1.0,E01004761,1.0,E01004761,1.0
4636,E01004762,46.923,0.117,-2.012,21.878,5.241,0.03,0.044,10.467,2.419,E01004762,1.0,E01004762,1.0,E01004762,1.0
4637,E01004763,79.648,0.763,-0.022,28.823,6.069,0.067,0.069,23.381,2.206,E01004763,2.0,E01004763,2.0,E01004763,3.0
4638,E01004765,51.2,0.095,-0.564,24.699,4.788,0.079,0.112,18.728,2.011,E01004765,1.0,E01004765,1.0,E01004765,1.0
4639,E01032512,37.02,0.568,0.427,25.88,19.134,0.232,0.323,43.654,2.173,,,,,,
4640,E01032513,34.776,0.485,0.155,27.53,20.774,0.17,0.285,35.818,2.104,,,,,,
4641,E01032562,26.173,0.401,-0.26,32.084,28.172,0.164,0.238,32.456,0.807,E01032562,3.0,E01032562,9.0,E01032562,12.0
4642,E01032563,19.964,0.659,-0.83,22.374,3.454,0.035,0.042,8.916,0.691,E01032563,3.0,E01032563,3.0,E01032563,11.0
4643,E01032564,32.355,0.478,0.501,39.189,25.77,0.18,0.275,40.061,1.067,E01032564,3.0,E01032564,9.0,E01032564,12.0
4644,E01032565,33.946,0.361,0.442,46.655,27.841,0.151,0.222,37.246,1.042,E01032565,3.0,E01032565,3.0,E01032565,11.0
4645,E01032566,22.419,0.748,-0.398,27.04,24.15,0.12,0.167,25.162,0.83,E01032566,3.0,E01032566,3.0,E01032566,11.0
4646,E01032567,28.363,0.328,-0.11,28.283,12.417,0.084,0.107,18.752,1.017,E01032567,3.0,E01032567,9.0,E01032567,12.0
4647,E01032568,23.533,0.375,-0.245,29.896,25.937,0.112,0.186,25.535,0.731,E01032568,3.0,E01032568,3.0,E01032568,11.0
4648,E01032569,19.952,0.641,0.525,53.282,37.966,0.185,0.281,45.186,0.89,E01032569,3.0,E01032569,4.0,E01032569,5.0
4649,E01032570,7.238,-0.542,-1.106,22.256,11.971,0.08,0.116,12.512,-0.066,E01032570,3.0,,,,
4650,E01032572,25.925,0.803,-0.255,27.31,5.781,0.055,0.102,16.309,1.277,E01032572,3.0,E01032572,4.0,E01032572,5.0
4651,E01032573,37.707,0.303,-0.954,24.215,3.943,0.038,0.063,11.533,1.617,,,,,,
4652,E01032574,29.495,0.706,-0.038,48.043,27.832,0.102,0.179,31.481,1.016,E01032574,5.0,E01032574,6.0,E01032574,7.0
4653,E01032575,27.592,1.011,0.098,36.963,31.875,0.156,0.253,37.628,1.411,,,,,,
4654,E01032576,18.095,-0.612,-1.371,24.843,3.131,0.037,0.069,7.437,0.385,E01032576,3.0,E01032576,9.0,E01032576,12.0
4655,E01032577,20.436,-0.026,-0.753,20.954,13.857,0.043,0.072,10.313,0.39,E01032577,3.0,E01032577,3.0,E01032577,11.0
4656,E01032579,28.193,1.195,0.546,40.467,15.895,0.144,0.218,36.046,1.765,,,,,,
4657,E01032580,24.616,0.892,0.527,43.804,22.768,0.132,0.191,34.123,1.024,E01032580,3.0,E01032580,3.0,E01032580,11.0
4658,E01032581,26.36,0.833,-0.394,32.678,22.271,0.117,0.189,27.56,1.016,E01032581,3.0,E01032581,3.0,E01032581,11.0
4659,E01032582,91.602,0.027,0.496,32.4,11.653,0.083,0.155,29.583,2.922,,,,,,
4660,E01032583,43.806,-0.183,0.528,36.758,5.543,0.137,0.195,30.177,1.839,E01032583,1.0,,,,
4661,E01032584,39.894,0.305,0.493,34.938,5.71,0.129,0.163,28.127,2.368,E01032584,1.0,E01032584,1.0,,
4662,E01032623,8.84,-1.177,-1.742,20.211,0.843,0.019,0.031,2.751,0.027,E01032623,4.0,E01032623,5.0,E01032623,13.0
4663,E01032637,47.125,-0.951,-0.28,28.057,1.919,0.005,0.008,10.025,1.43,E01032637,1.0,E01032637,1.0,E01032637,2.0
4664,E01032638,29.849,-1.019,-0.753,21.55,2.271,0.008,0.021,5.629,1.11,E01032638,1.0,E01032638,1.0,E01032638,2.0
4665,E01032639,55.663,0.462,0.222,40.027,8.604,0.045,0.09,22.737,2.052,E01032639,1.0,E01032639,1.0,E01032639,1.0
4666,E01032640,56.668,-0.637,-0.875,21.853,2.336,0.005,0.013,9.755,2.016,E01032640,1.0,E01032640,1.0,,
4667,E01032646,36.295,-0.017,-0.094,31.851,4.305,0.039,0.071,13.999,1.829,E01032646,1.0,E01032646,1.0,E01032646,1.0
4668,E01032719,43.011,0.296,-0.062,42.235,10.591,0.089,0.152,26.037,2.421,E01032719,8.0,E01032719,12.0,,
4669,E01032722,61.335,1.517,0.459,32.335,12.234,0.121,0.188,36.878,2.296,,,,,,
4670,E01032739,49.165,-1.56,-0.676,46.314,1.771,0.011,0.014,13.584,1.85,E01032739,2.0,E01032739,2.0,E01032739,3.0
4671,E01032740,68.585,-1.701,-0.355,37.427,2.259,0.035,0.024,15.841,2.151,E01032740,1.0,E01032740,1.0,E01032740,1.0
4672,E01032741,36.523,0.962,-0.516,30.482,15.428,0.052,0.083,18.737,0.454,,,,,,
4673,E01032742,16.807,0.597,-0.261,20.087,13.12,0.099,0.127,18.479,0.425,E01032742,3.0,E01032742,3.0,E01032742,11.0
4674,E01032743,18.744,0.125,-0.184,47.327,12.956,0.119,0.189,27.393,0.83,E01032743,1.0,E01032743,7.0,E01032743,8.0
4675,E01032744,27.336,1.055,0.677,40.664,18.899,0.115,0.202,33.801,1.638,E01032744,3.0,E01032744,3.0,E01032744,11.0
4676,E01032764,30.682,0.817,0.294,38.238,6.505,0.06,0.122,22.225,1.821,,,,,,
4677,E01032765,22.205,0.091,0.388,33.982,20.301,0.12,0.209,28.215,1.493,E01032765,1.0,E01032765,7.0,E01032765,8.0
4678,E01032766,41.577,0.32,-0.241,34.113,13.234,0.045,0.127,19.785,2.12,E01032766,1.0,E01032766,1.0,E01032766,2.0
4679,E01032767,46.728,-0.771,-0.335,27.524,7.964,0.018,0.05,11.859,1.673,E01032767,1.0,E01032767,1.0,E01032767,1.0
4680,E01032768,43.494,0.542,-0.382,33.227,1.094,0.015,0.025,12.944,1.915,E01032768,1.0,E01032768,1.0,E01032768,2.0
4681,E01032769,36.588,1.053,-0.246,26.218,5.062,0.044,0.108,17.995,2.228,E01032769,1.0,E01032769,1.0,E01032769,2.0
4682,E01032770,21.83,0.041,0.118,30.24,4.763,0.058,0.133,16.648,0.957,E01032770,1.0,,,,
4683,E01032771,19.383,-2.249,-0.575,33.139,9.051,0.055,0.109,13.182,-0.868,,,,,,
4684,E01032772,30.05,0.397,0.456,35.326,6.559,0.081,0.161,23.845,1.55,E01032772,1.0,E01032772,7.0,E01032772,8.0
4685,E01032773,21.087,-1.071,-0.543,41.832,7.106,0.037,0.112,14.374,0.494,E01032773,4.0,E01032773,5.0,E01032773,23.0
4686,E01032774,23.299,-0.021,0.738,36.445,27.345,0.121,0.189,30.236,0.665,E01032774,1.0,,,,
4687,E01032776,32.528,-0.232,-0.505,31.813,6.132,0.013,0.029,9.775,1.821,,,,,,
4688,E01032777,21.429,-0.704,0.035,41.007,8.4,0.07,0.121,18.527,1.223,,,,,,
4689,E01032778,54.269,0.395,-0.289,34.053,10.553,0.03,0.057,17.421,2.267,E01032778,4.0,E01032778,5.0,E01032778,6.0
4690,E01032779,53.514,-0.926,-0.284,33.827,11.677,0.042,0.085,17.288,1.761,E01032779,1.0,E01032779,1.0,E01032779,2.0
4691,E01032780,63.287,-0.142,-0.375,30.691,3.267,0.023,0.068,16.174,1.811,,,,,,
4692,E01032781,30.821,-0.594,-0.206,24.832,3.319,0.049,0.103,12.666,1.38,E01032781,1.0,E01032781,1.0,E01032781,1.0
4693,E01032782,40.599,-0.553,-0.173,43.595,13.709,0.048,0.099,19.565,1.274,,,,,,
4694,E01032783,24.037,-0.035,0.042,26.271,8.355,0.068,0.148,17.654,0.698,E01032783,1.0,E01032783,7.0,E01032783,8.0
4695,E01032784,28.936,0.627,0.815,35.167,6.692,0.057,0.129,22.78,1.101,E01032784,1.0,,,,
4696,E01032785,49.045,-0.474,-0.231,31.038,4.783,0.071,0.156,20.779,1.065,E01032785,1.0,E01032785,7.0,E01032785,8.0
4697,E01032786,25.914,0.152,0.264,27.553,15.966,0.132,0.198,26.705,1.653,,,,,,
4698,E01032787,24.545,0.931,0.01,31.894,27.342,0.136,0.264,34.191,1.601,E01032787,1.0,E01032787,7.0,E01032787,8.0
4699,E01032788,30.831,0.787,0.486,26.463,10.815,0.099,0.193,26.761,1.68,E01032788,5.0,E01032788,8.0,E01032788,9.0
4700,E01032789,61.169,-0.576,-0.516,30.246,4.772,0.047,0.087,17.108,1.505,,,,,,
4701,E01032790,46.437,-0.532,-0.065,31.595,4.254,0.052,0.123,17.986,1.344,E01032790,1.0,E01032790,7.0,E01032790,8.0
4702,E01032803,39.922,-0.077,0.341,30.436,2.523,0.039,0.087,16.067,1.472,E01032803,1.0,E01032803,1.0,E01032803,2.0
4703,E01032805,41.827,0.924,0.307,35.268,19.536,0.156,0.25,37.664,1.984,E01032805,5.0,E01032805,6.0,E01032805,7.0
4704,E01032834,47.629,-0.522,-0.721,24.269,2.561,0.009,0.011,9.09,1.44,E01032834,1.0,E01032834,1.0,E01032834,1.0
4705,E01033000,22.204,0.4,0.449,40.629,32.459,0.154,0.239,36.05,0.961,E01033000,1.0,E01033000,7.0,E01033000,8.0
4706,E01033030,49.77,-0.11,0.033,33.637,10.861,0.049,0.077,18.378,1.069,E01033030,2.0,E01033030,2.0,E01033030,3.0
4707,E01033081,18.281,0.725,0.247,31.745,10.984,0.101,0.168,24.31,1.034,E01033081,1.0,,,,
4708,E01033082,24.909,0.767,0.041,37.702,11.004,0.1,0.156,25.28,1.398,,,,,,
4709,E01033083,56.136,0.869,-0.53,42.424,2.576,0.03,0.055,19.67,1.106,,,,,,
4710,E01033084,33.275,1.29,-0.634,46.926,11.124,0.081,0.118,26.359,1.412,,,,,,
4711,E01033085,43.872,0.23,0.129,52.819,12.379,0.075,0.146,28.414,1.414,,,,,,
4712,E01033086,21.286,0.532,0.783,34.426,34.493,0.191,0.291,41.863,1.286,E01033086,8.0,E01033086,12.0,E01033086,18.0
4713,E01033093,49.992,0.166,-1.109,18.603,4.233,0.041,0.07,12.511,1.4,E01033093,1.0,E01033093,7.0,E01033093,10.0
4714,E01033098,65.322,-1.006,-1.374,48.142,9.954,0.011,0.011,17.461,1.81,,,,,,
4715,E01033099,42.077,0.373,-0.481,39.361,4.41,0.062,0.139,21.195,1.404,,,,,,
4716,E01033100,47.933,0.451,0.14,32.14,9.827,0.098,0.176,27.088,2.064,,,,,,
4717,E01033101,36.722,-0.237,-1.262,20.145,1.359,0.026,0.058,8.267,1.606,,,,,,
4718,E01033132,69.609,0.419,0.11,46.456,8.96,0.074,0.119,29.475,1.86,,,,,,
4719,E01033133,39.122,-0.284,-0.751,35.263,0.508,0.032,0.073,12.781,1.41,,,,,,
4720,E01033135,33.487,-0.302,-0.808,14.929,0.06,0.018,0.02,5.652,1.347,E01033135,5.0,E01033135,6.0,E01033135,7.0
4721,E01033146,23.112,0.111,-0.062,58.736,33.401,0.142,0.256,37.571,0.994,E01033146,3.0,E01033146,3.0,E01033146,11.0
4722,E01033150,23.27,-0.169,-0.6,46.694,18.953,0.097,0.213,26.753,0.412,,,,,,
4723,E01033151,22.706,0.224,-0.149,47.578,30.651,0.185,0.282,39.664,0.737,E01033151,4.0,E01033151,5.0,,
4724,E01033153,27.367,0.042,0.05,43.183,27.348,0.163,0.297,38.058,1.386,E01033153,1.0,E01033153,7.0,E01033153,10.0
4725,E01033207,50.85,0.767,1.01,33.237,11.0,0.154,0.22,38.088,2.1,,,,,,
4726,E01033208,76.757,0.085,-0.848,28.15,1.67,0.051,0.086,18.819,2.266,,,,,,
4727,E01033320,38.222,0.133,-0.143,32.41,7.185,0.105,0.125,21.872,1.317,E01033320,3.0,E01033320,3.0,E01033320,4.0
4728,E01033322,51.493,-0.25,0.001,39.614,8.653,0.068,0.119,22.616,1.205,E01033322,1.0,E01033322,7.0,E01033322,10.0
4729,E01033324,52.934,0.893,0.259,30.728,13.041,0.124,0.198,32.623,1.832,E01033324,1.0,E01033324,7.0,E01033324,10.0
4730,E01033325,84.098,-0.575,-0.139,43.497,7.561,0.013,0.045,19.826,1.634,E01033325,1.0,E01033325,7.0,E01033325,8.0
4731,E01033327,62.106,1.67,0.424,33.824,6.939,0.101,0.139,33.686,1.87,E01033327,6.0,E01033327,10.0,E01033327,17.0
4732,E01033341,45.103,0.986,0.214,35.79,15.809,0.112,0.182,31.554,1.815,E01033341,5.0,E01033341,6.0,E01033341,7.0
4733,E01033424,32.226,0.829,-0.582,48.025,12.978,0.061,0.107,23.051,1.216,,,,,,
4734,E01033455,52.255,1.312,0.031,38.504,38.009,0.146,0.238,42.066,1.808,,,,,,
4735,E01033456,28.421,0.832,0.48,49.233,25.772,0.26,0.336,52.88,1.644,,,,,,
4736,E01033457,32.916,1.169,-0.753,44.159,6.605,0.042,0.088,20.23,1.568,E01033457,3.0,E01033457,9.0,E01033457,12.0
4737,E01033463,21.222,-0.415,-1.208,35.745,7.344,0.058,0.098,13.579,0.84,E01033463,3.0,E01033463,3.0,E01033463,11.0
4738,E01033464,27.112,0.176,-0.256,41.618,29.929,0.128,0.189,29.746,1.352,E01033464,3.0,E01033464,9.0,E01033464,12.0
4739,E01033485,36.72,1.024,-0.511,40.126,26.644,0.153,0.182,33.913,1.849,E01033485,5.0,E01033485,8.0,E01033485,9.0
4740,E01033486,37.266,1.026,0.736,27.741,19.629,0.154,0.253,37.609,2.119,,,,,,
4741,E01033487,26.485,-1.17,-0.228,34.547,7.428,0.021,0.057,10.732,1.524,E01033487,1.0,E01033487,1.0,,
4742,E01033488,32.548,1.014,0.53,32.258,11.687,0.129,0.23,32.982,1.816,E01033488,1.0,,,,
4743,E01033489,39.666,-0.296,-0.576,39.388,3.284,0.023,0.04,12.468,1.865,,,,,,
4744,E01033490,55.092,-0.435,-0.276,39.5,9.791,0.046,0.091,19.576,2.09,E01033490,1.0,E01033490,1.0,E01033490,1.0
4745,E01033491,49.984,1.043,0.028,33.349,10.52,0.102,0.161,29.14,1.93,E01033491,1.0,E01033491,7.0,E01033491,10.0
4746,E01033492,71.207,0.832,0.049,31.972,5.161,0.083,0.177,30.044,1.802,,,,,,
4747,E01033493,36.041,-1.36,0.001,33.383,13.212,0.009,0.026,11.735,1.351,E01033493,5.0,E01033493,8.0,E01033493,9.0
4748,E01033494,41.603,0.319,-0.285,21.405,2.338,0.07,0.106,16.599,1.678,E01033494,5.0,E01033494,8.0,E01033494,9.0
4749,E01033568,55.337,-0.22,-1.422,24.524,6.535,0.034,0.066,13.113,0.721,,,,,,
4750,E01033569,25.235,-0.364,-1.147,23.166,1.308,0.05,0.073,9.148,0.797,E01033569,6.0,E01033569,10.0,E01033569,17.0
4751,E01033570,38.235,0.229,-1.402,35.285,6.815,0.045,0.088,15.262,0.755,E01033570,4.0,E01033570,5.0,E01033570,6.0
4752,E01033571,25.684,0.369,-0.848,19.755,3.279,0.08,0.091,13.495,1.109,E01033571,3.0,E01033571,3.0,E01033571,11.0
4753,E01033572,32.152,0.302,-0.774,36.003,11.482,0.084,0.17,22.191,0.853,E01033572,3.0,E01033572,4.0,E01033572,5.0
4754,E01033573,53.327,-0.434,-1.672,45.751,4.998,0.038,0.082,17.932,0.732,,,,,,
4755,E01033574,38.723,-0.1,-0.02,53.843,5.701,0.006,0.018,17.02,1.049,E01033574,4.0,E01033574,5.0,E01033574,23.0
4756,E01033575,53.667,0.147,0.242,51.203,4.604,0.008,0.022,20.08,0.931,E01033575,4.0,E01033575,5.0,E01033575,14.0
4757,E01033576,41.52,1.026,-0.093,50.326,5.945,0.043,0.1,24.456,1.753,E01033576,4.0,E01033576,5.0,,
4758,E01033577,17.717,-0.173,-0.346,47.66,12.624,0.056,0.116,18.966,1.15,,,,,,
4759,E01033578,58.915,0.195,0.133,55.88,13.632,0.053,0.093,27.216,1.786,,,,,,
4760,E01033579,48.107,0.334,-0.067,55.869,7.245,0.026,0.054,21.114,1.629,,,,,,
4761,E01033580,14.778,-0.39,-0.364,37.008,5.015,0.019,0.03,8.919,0.913,E01033580,1.0,,,,
4762,E01033581,22.362,0.99,0.5,56.066,14.175,0.117,0.195,34.941,0.877,E01033581,4.0,E01033581,5.0,E01033581,14.0
4763,E01033582,23.947,0.076,-0.641,51.802,6.795,0.019,0.039,14.606,0.906,E01033582,1.0,E01033582,7.0,E01033582,8.0
4764,E01033583,35.917,1.629,-0.291,47.054,11.259,0.054,0.127,27.315,1.421,E01033583,6.0,E01033583,10.0,E01033583,15.0
4765,E01033584,22.833,1.097,0.554,52.077,22.827,0.133,0.278,41.55,1.422,E01033584,3.0,E01033584,4.0,E01033584,5.0
4766,E01033585,40.349,1.13,0.366,47.815,19.914,0.152,0.255,41.668,1.857,,,,,,
4767,E01033586,53.968,0.343,0.126,57.349,11.565,0.097,0.201,34.463,1.718,E01033586,3.0,E01033586,4.0,E01033586,5.0
4768,E01033587,43.024,0.669,-0.149,58.179,20.416,0.11,0.2,35.019,1.538,E01033587,4.0,E01033587,5.0,E01033587,6.0
4769,E01033588,19.996,0.316,0.505,54.585,23.479,0.127,0.219,35.248,1.09,E01033588,8.0,E01033588,12.0,E01033588,18.0
4770,E01033589,37.383,0.332,-0.996,41.34,7.196,0.035,0.061,15.334,1.136,E01033589,2.0,E01033589,2.0,E01033589,3.0
4771,E01033590,15.045,-0.164,-0.365,30.403,15.694,0.069,0.131,16.588,0.638,E01033590,3.0,E01033590,3.0,E01033590,11.0
4772,E01033591,34.678,0.762,-0.12,36.103,17.588,0.13,0.201,30.489,1.369,E01033591,5.0,E01033591,6.0,E01033591,7.0
4773,E01033592,15.356,0.036,-0.935,35.318,6.958,0.08,0.14,17.13,0.651,E01033592,3.0,E01033592,9.0,E01033592,12.0
4774,E01033593,77.565,0.554,-0.654,34.927,19.161,0.073,0.115,26.944,2.367,,,,,,
4775,E01033594,47.995,0.196,-0.021,30.64,11.679,0.127,0.211,29.28,1.638,E01033594,1.0,E01033594,1.0,E01033594,1.0
4776,E01033595,66.01,0.096,-1.07,26.161,3.412,0.057,0.078,17.629,1.988,E01033595,2.0,E01033595,2.0,E01033595,3.0
4777,E01033596,51.893,0.869,-0.195,29.197,4.736,0.101,0.143,25.663,2.31,E01033596,2.0,E01033596,2.0,E01033596,3.0
4778,E01033597,50.211,-0.392,0.107,29.301,6.101,0.145,0.163,26.867,2.189,,,,,,
4779,E01033598,35.503,0.149,0.707,25.436,30.05,0.27,0.397,52.17,1.799,,,,,,
4780,E01033599,43.708,-0.268,-0.231,33.946,14.629,0.131,0.251,30.568,1.61,,,,,,
4781,E01033600,31.077,0.161,-0.819,18.989,2.545,0.056,0.073,10.911,1.486,,,,,,
4782,E01033601,34.641,0.864,0.066,25.738,19.526,0.147,0.234,32.17,1.998,E01033601,1.0,E01033601,1.0,E01033601,2.0
4783,E01033602,38.246,0.498,-0.032,24.587,26.971,0.203,0.326,40.99,1.923,E01033602,1.0,E01033602,1.0,E01033602,1.0
4784,E01033603,40.802,0.205,0.591,24.928,10.522,0.221,0.261,38.062,2.463,E01033603,1.0,E01033603,1.0,E01033603,2.0
4785,E01033604,45.528,1.363,-0.227,27.769,12.981,0.151,0.204,33.467,2.698,E01033604,1.0,E01033604,1.0,E01033604,1.0
4786,E01033605,34.149,0.705,0.388,25.353,19.996,0.2,0.313,40.54,2.003,,,,,,
4787,E01033606,34.478,0.136,-0.274,25.424,5.118,0.059,0.077,14.013,2.064,,,,,,
4788,E01033607,43.709,1.095,-0.48,23.5,1.674,0.096,0.125,22.192,2.203,,,,,,
4789,E01033608,38.15,-0.215,-1.005,23.728,6.186,0.081,0.097,15.129,1.611,E01033608,1.0,E01033608,7.0,E01033608,10.0
4790,E01033698,26.13,0.162,0.791,42.075,14.69,0.149,0.231,34.433,1.792,E01033698,8.0,E01033698,12.0,E01033698,18.0
4791,E01033699,34.033,1.944,0.557,45.243,11.399,0.09,0.144,33.618,2.016,E01033699,2.0,E01033699,2.0,E01033699,3.0
4792,E01033700,39.943,1.359,0.477,45.512,9.579,0.071,0.138,30.151,2.026,,,,,,
4793,E01033701,58.437,0.852,0.321,41.899,31.137,0.165,0.317,47.473,1.781,,,,,,
4794,E01033702,29.045,0.093,0.676,46.743,14.539,0.127,0.268,35.791,1.379,E01033702,1.0,,,,
4795,E01033703,31.492,0.938,0.482,44.436,10.958,0.119,0.224,34.171,1.812,,,,,,
4796,E01033704,51.588,1.251,0.136,44.936,4.282,0.057,0.096,26.61,1.911,E01033704,1.0,,,,
4797,E01033705,23.466,0.258,0.43,46.256,21.417,0.123,0.199,31.723,1.436,,,,,,
4798,E01033706,65.133,1.818,0.799,47.395,9.317,0.034,0.071,32.488,2.597,E01033706,1.0,E01033706,1.0,E01033706,1.0
4799,E01033707,34.366,1.346,0.516,48.655,5.053,0.094,0.166,32.543,1.93,,,,,,
