,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
3916,E01002448,1969,370,424,1005,170,2399,537,389,1281,192
3917,E01002449,1803,319,400,984,100,2379,471,398,1395,115
3918,E01002491,1612,384,371,739,118,1742,434,304,871,133
3919,E01002493,1888,578,395,826,89,1968,560,317,974,117
3920,E01002496,1813,352,363,926,172,1891,382,325,996,188
3921,E01002497,1845,392,358,925,170,2453,566,414,1230,243
3922,E01002498,1418,267,243,737,171,1310,245,203,681,181
3923,E01002499,1838,318,392,955,173,1845,353,310,978,204
3924,E01032577,1688,352,304,893,139,1768,370,316,921,161
3925,E01002569,1758,262,312,1015,169,2023,386,319,1102,216
3926,E01002570,1691,248,379,958,106,1628,245,291,950,142
3927,E01002573,1656,333,266,946,111,1513,251,249,837,176
3928,E01002574,1536,250,307,860,119,1533,270,286,820,157
3929,E01002575,1743,343,319,953,128,1686,297,312,908,169
3930,E01002562,1379,223,316,706,134,1421,297,267,740,117
3931,E01002564,1891,396,400,970,125,1740,365,282,950,143
3932,E01002566,2133,434,464,1143,92,3101,697,503,1705,196
3933,E01002568,2769,588,734,1276,171,3439,711,680,1808,240
3934,E01033081,1250,188,304,710,48,1500,315,236,866,83
3935,E01033082,1222,171,175,732,144,1214,187,148,676,203
3936,E01002620,1855,458,399,884,114,2494,707,391,1228,168
3937,E01002625,1685,293,448,814,130,1673,315,327,858,173
3938,E01002626,1635,267,442,792,134,1570,307,295,817,151
3939,E01002627,1672,360,411,794,107,1744,436,336,848,124
3940,E01002631,1642,360,405,795,82,1515,321,267,774,153
3941,E01002633,1646,372,381,774,119,1917,493,384,897,143
3942,E01002634,1714,476,390,771,77,1730,494,352,789,95
3943,E01002637,1672,364,437,757,114,1678,422,275,850,131
3944,E01002638,1829,427,447,813,142,2028,514,399,960,155
3945,E01002563,1647,224,384,875,164,1634,302,320,814,198
3946,E01002565,2857,299,1199,1190,169,3057,460,994,1382,221
3947,E01002567,1745,262,322,1039,122,1712,309,240,988,175
3948,E01002684,2369,350,511,1342,166,2748,503,463,1536,246
3949,E01002686,1770,333,418,877,142,1536,329,296,795,116
3950,E01002571,1330,229,188,808,105,1292,201,197,738,156
3951,E01002572,1646,351,353,825,117,1557,337,310,750,160
3952,E01002577,1639,296,336,907,100,1557,271,290,847,149
3953,E01002578,1509,274,255,834,146,1417,280,224,707,206
3954,E01002689,1590,279,201,949,161,1588,284,230,840,234
3955,E01002690,1472,263,270,835,104,1444,246,279,793,126
3956,E01002576,1745,370,294,956,125,1635,304,328,841,162
3957,E01002579,1735,263,239,1033,200,1730,321,195,918,296
3958,E01002580,1387,235,295,733,124,1430,235,255,790,150
3959,E01002581,1863,292,377,1074,120,1855,303,325,1098,129
3960,E01002582,1673,336,263,957,117,1637,383,286,826,142
3961,E01002675,2462,498,565,1228,171,2516,546,482,1266,222
3962,E01002678,1862,316,391,1010,145,1814,328,289,996,201
3963,E01002679,1788,305,407,900,176,1675,290,286,914,185
3964,E01002680,1952,325,442,1036,149,1914,335,391,1023,165
3965,E01002619,1972,341,495,939,197,1902,346,332,1012,212
3966,E01002622,1741,316,429,873,123,1790,337,301,1006,146
3967,E01002632,1828,357,434,885,152,1780,339,310,931,200
3968,E01002635,1767,326,459,838,144,1824,350,323,970,181
3969,E01002636,2018,377,479,1008,154,2011,368,358,1090,195
3970,E01002618,1761,291,442,863,165,1693,279,319,921,174
3971,E01002621,1820,342,476,895,107,1789,371,311,973,134
3972,E01002623,1674,336,425,777,136,1769,330,311,957,171
3973,E01002628,1954,336,533,934,151,1977,377,402,1002,196
3974,E01002629,2100,414,515,979,192,2329,481,445,1173,230
3975,E01002630,1705,307,433,848,117,1950,371,319,1109,151
3976,E01002639,1712,256,467,837,152,1801,314,315,979,193
3977,E01002640,1817,267,579,848,123,1917,317,353,1098,149
3978,E01002674,1717,308,358,892,159,1896,405,250,1061,180
3979,E01002676,1708,238,370,889,211,1584,211,250,857,266
3980,E01002583,1716,349,426,818,123,1710,303,355,892,160
3981,E01002584,1705,351,467,778,109,2094,454,382,1123,135
3982,E01002585,1663,307,482,758,116,1840,360,403,937,140
3983,E01002586,1665,249,474,810,132,1818,319,343,976,180
3984,E01002589,2020,460,527,908,125,2309,596,431,1140,142
3985,E01002668,2028,355,376,1133,164,2004,463,294,1039,208
3986,E01002669,1785,396,350,934,105,1711,378,293,926,114
3987,E01002681,2065,412,543,1043,67,1967,374,401,1067,125
3988,E01002682,2327,451,543,1165,168,2412,534,422,1267,189
3989,E01002683,2571,544,458,1413,156,2880,650,417,1611,202
3990,E01002642,2024,376,606,912,130,3226,839,513,1686,188
3991,E01002643,2287,397,517,1102,271,2669,574,400,1383,312
3992,E01002645,2065,333,539,1030,163,2396,432,423,1356,185
3993,E01002658,1337,240,240,731,126,1308,279,201,689,139
3994,E01002677,1571,268,380,828,95,1912,387,288,1134,103
3995,E01002587,1911,332,545,852,182,2166,465,389,1100,212
3996,E01002588,1769,450,426,783,110,1830,461,333,924,112
3997,E01002660,1772,282,525,847,118,1969,343,349,1141,136
3998,E01002661,1855,261,528,902,164,1950,337,308,1121,184
3999,E01002665,1625,308,416,765,136,1704,366,294,888,156
4000,E01002624,1517,294,363,756,104,1680,319,293,934,134
4001,E01002646,2030,497,522,886,125,2326,672,375,1110,169
4002,E01002662,2027,272,628,968,159,2658,386,450,1626,196
4003,E01002663,2078,382,519,984,193,2287,483,385,1205,214
4004,E01002664,1814,351,471,849,143,2881,761,415,1461,244
4005,E01002641,1946,338,498,965,145,2446,469,346,1427,204
4006,E01002648,2708,524,778,1257,149,3091,745,555,1636,155
4007,E01002649,1848,328,504,928,88,2105,499,344,1167,95
4008,E01002657,1882,375,375,988,144,1835,331,330,988,186
4009,E01033083,1685,362,463,843,17,2247,628,284,1287,48
4010,E01033084,1743,356,510,828,49,2389,570,375,1299,145
4011,E01002653,1817,312,457,903,145,1724,230,373,942,179
4012,E01002654,1785,323,384,963,115,1797,335,311,946,205
4013,E01002655,1889,339,416,966,168,1827,306,318,999,204
4014,E01002656,1318,214,288,653,163,1224,213,201,647,163
4015,E01002659,1398,252,285,708,153,1497,304,244,783,166
4016,E01002667,1582,277,297,875,133,1929,376,271,1056,226
4017,E01002670,1739,315,375,913,136,1999,461,314,1042,182
4018,E01002671,1668,321,269,954,124,1603,351,244,832,176
4019,E01002672,1583,289,417,772,105,1641,287,399,839,116
4020,E01002673,1641,474,357,732,78,1621,488,277,760,96
4021,E01002647,2203,555,461,1070,117,2227,559,363,1178,127
4022,E01002650,2429,639,571,1120,99,2484,663,418,1256,147
4023,E01002651,1794,343,487,836,128,1824,374,348,950,152
4024,E01002652,1777,318,465,887,107,1754,280,331,982,161
4025,E01002666,1612,242,549,710,111,1558,248,363,826,121
4026,E01002555,1926,379,416,987,144,1968,371,329,1069,199
4027,E01002556,1690,365,315,845,165,1685,372,275,883,155
4028,E01002590,1843,342,417,922,162,2110,457,359,1064,230
4029,E01002592,1993,392,443,960,198,2190,476,379,1119,216
4030,E01002595,1935,390,432,953,160,2077,411,432,1055,179
4031,E01002557,1790,306,416,850,218,1871,405,356,921,189
4032,E01002558,1957,434,467,916,140,2313,593,427,1121,172
4033,E01002559,2289,513,534,1110,132,2539,610,487,1283,159
4034,E01002560,1712,288,364,828,232,1776,373,334,825,244
4035,E01002561,1391,394,296,670,31,1393,353,289,677,74
4036,E01002591,1735,322,378,848,187,1798,343,368,939,148
4037,E01002593,2105,314,445,1071,275,2151,372,366,1123,290
4038,E01002594,1957,410,432,951,164,2066,456,372,1048,190
4039,E01002611,1788,373,382,902,131,1794,394,338,906,156
4040,E01002612,1671,321,337,855,158,1924,418,336,985,185
4041,E01002613,1771,341,438,847,145,1801,387,346,905,163
4042,E01002598,1844,416,432,892,104,2083,452,414,1061,156
4043,E01002599,1612,392,331,809,80,1569,359,267,823,120
4044,E01002600,1527,349,306,763,109,1503,325,286,776,116
4045,E01002603,1931,506,419,946,60,1966,461,403,968,134
4046,E01033000,1787,498,403,806,80,1606,430,291,786,99
4047,E01033030,1743,400,447,886,10,2152,666,242,1188,56
4048,E01002604,1733,491,439,722,81,1604,442,370,713,79
4049,E01002605,1844,403,370,911,160,2048,519,364,984,181
4050,E01002606,1639,373,344,815,107,1658,352,305,848,153
4051,E01002607,1930,441,400,946,143,2085,494,387,1073,131
4052,E01002615,1473,306,338,726,103,1651,370,319,820,142
4053,E01002596,1849,453,476,894,26,1902,455,423,965,59
4054,E01002601,1837,403,540,830,64,1979,459,603,852,65
4055,E01002602,1476,298,269,786,123,1420,288,238,765,129
4056,E01002614,1753,324,391,914,124,2058,493,316,1086,163
4057,E01002616,1381,269,242,714,156,1589,367,272,816,134
4058,E01002608,1720,402,346,833,139,1930,487,325,953,165
4059,E01002609,1731,313,352,909,157,1826,369,296,962,199
4060,E01002610,1566,354,312,750,150,1740,450,314,811,165
4061,E01002617,1599,291,311,847,150,1598,336,255,832,175
4062,E01002687,1711,216,375,1009,111,1671,272,273,993,133
4063,E01002691,1602,244,448,753,157,1598,194,415,822,167
4064,E01002692,1793,264,407,1043,79,2103,357,407,1179,160
4065,E01002693,1688,212,298,890,288,1817,313,252,939,313
4066,E01032573,1618,188,369,912,149,1719,239,328,961,191
4067,E01003006,1499,301,214,787,197,1514,275,205,840,194
4068,E01003007,1517,352,218,799,148,1602,353,225,833,191
4069,E01003008,1433,375,152,782,124,1520,411,145,792,172
4070,E01003009,1895,416,289,1018,172,2169,559,267,1146,197
4071,E01003010,1498,312,235,826,125,1542,298,222,856,166
4072,E01002952,1533,287,318,742,186,1704,297,372,783,252
4073,E01002953,1305,226,305,639,135,1617,275,311,763,268
4074,E01002955,1380,213,351,679,137,1628,260,358,810,200
4075,E01002956,1605,231,556,616,202,2240,289,950,770,231
4076,E01002959,1431,285,251,715,180,1432,278,218,744,192
4077,E01002935,1789,257,519,929,84,2266,441,491,1176,158
4078,E01002938,1951,478,228,1098,147,2174,538,266,1141,229
4079,E01002951,1517,278,282,818,139,1825,387,329,922,187
4080,E01002954,1293,202,297,602,192,1441,264,259,748,170
4081,E01002957,1722,386,595,646,95,2030,406,722,790,112
4082,E01002933,2007,458,355,991,203,2160,513,340,1131,176
4083,E01002934,1823,444,281,1016,82,2199,557,345,1176,121
4084,E01002937,1746,443,246,966,91,1874,514,231,1011,118
4085,E01003011,1747,324,319,927,177,1861,388,254,997,222
4086,E01033568,1474,279,412,746,37,3662,754,840,1926,142
4087,E01033569,1667,286,541,784,56,2019,367,500,1063,89
4088,E01002964,2242,290,854,910,188,3555,390,1745,1210,210
4089,E01002969,1751,359,479,777,136,1932,479,472,879,102
4090,E01002971,1718,302,460,853,103,2071,417,478,1083,93
4091,E01002972,1821,232,626,838,125,2429,421,674,1177,157
4092,E01002974,1899,344,522,914,119,2143,412,494,1066,171
4093,E01002932,1769,415,421,841,92,2128,508,464,1009,147
4094,E01002960,1630,326,330,804,170,1737,308,302,913,214
4095,E01002962,1525,315,315,764,131,1870,400,317,960,193
4096,E01002970,1578,283,447,736,112,1764,374,416,867,107
4097,E01002973,1377,280,373,662,62,1540,345,301,793,101
4098,E01002929,1632,307,286,886,153,1679,329,207,911,232
4099,E01002930,1712,302,349,903,158,1967,368,299,1117,183
4100,E01002931,1854,416,307,991,140,2082,471,274,1178,159
4101,E01002963,1736,309,371,872,184,1938,367,291,1117,163
4102,E01002985,1660,353,317,845,145,1873,403,247,1055,168
4103,E01002927,1554,281,287,808,178,1645,280,234,889,242
4104,E01002928,1602,256,304,832,210,1925,352,256,1083,234
4105,E01002958,1683,360,242,983,98,1833,445,204,1038,146
4106,E01002961,1747,341,322,919,165,1639,313,234,902,190
4107,E01002986,1274,214,228,672,160,1393,261,181,720,231
4108,E01002965,2338,236,867,1035,200,2123,436,200,1245,242
4109,E01002967,1873,215,421,1081,156,2731,312,955,1275,189
4110,E01002968,2651,279,1107,1152,113,3353,379,1114,1661,199
4111,E01002990,1693,156,444,962,131,1780,279,232,1116,153
4112,E01002991,1621,226,452,828,115,1608,312,249,902,145
4113,E01002922,1639,261,284,903,191,1621,303,211,863,244
4114,E01002926,1535,325,281,769,160,1590,388,181,838,183
4115,E01002966,1906,348,480,978,100,2011,367,467,1058,119
4116,E01002992,1763,162,993,544,64,2753,197,1881,607,68
4117,E01002921,1566,157,452,828,129,1676,237,333,981,125
4118,E01002987,1714,150,501,875,188,1996,265,424,1134,173
4119,E01002988,1914,197,984,655,78,1964,244,755,857,108
4120,E01002989,1853,265,386,1139,63,2084,399,271,1287,127
4121,E01002975,1383,258,253,710,162,1522,290,226,781,225
4122,E01002977,1675,358,313,816,188,1759,356,272,913,218
4123,E01002980,1405,226,267,750,162,1411,197,215,760,239
4124,E01002981,1549,288,286,789,186,1574,279,260,846,189
4125,E01002984,1417,268,216,712,221,1475,275,177,813,210
4126,E01002923,1571,218,431,701,221,1795,216,526,818,235
4127,E01002925,1637,250,343,903,141,1618,230,298,971,119
4128,E01002993,1535,156,362,881,136,1654,238,253,1023,140
4129,E01002995,1469,214,252,769,234,1580,279,226,807,268
4130,E01002999,1461,188,433,755,85,1492,265,289,864,74
4131,E01002915,1303,192,227,733,151,1391,279,158,703,251
4132,E01002916,1483,275,273,759,176,1469,291,210,732,236
4133,E01002917,1398,255,224,753,166,1451,289,171,773,218
4134,E01002920,1605,333,219,844,209,1610,352,175,862,221
4135,E01002924,1527,320,213,789,205,1501,302,219,752,228
4136,E01002976,1658,348,242,893,175,1669,349,189,890,241
4137,E01002978,1760,251,332,969,208,1906,312,223,1058,313
4138,E01002979,1547,271,287,856,133,1573,286,223,827,237
4139,E01002982,1429,219,234,723,253,1406,198,182,705,321
4140,E01002983,1631,259,287,883,202,1699,291,232,925,251
4141,E01002994,1502,224,247,785,246,1563,288,181,823,271
4142,E01002996,1519,313,273,813,120,1514,317,207,850,140
4143,E01002997,1462,258,258,828,118,1647,305,239,932,171
4144,E01002998,1538,345,319,765,109,1643,446,213,843,141
4145,E01003002,1828,354,357,923,194,2004,475,253,1077,199
4146,E01002918,1762,435,347,860,120,1831,403,298,996,134
4147,E01002919,1712,328,412,817,155,2110,412,402,1098,198
4148,E01003000,1553,280,334,805,134,1785,409,252,997,127
4149,E01003001,1832,352,382,941,157,1914,400,285,1048,181
4150,E01003003,1557,270,374,782,131,1823,338,328,987,170
4151,E01002939,1555,297,301,838,119,1676,366,245,906,159
4152,E01002941,1481,199,264,781,237,1646,280,228,876,262
4153,E01002942,1369,236,236,741,156,1395,262,187,728,218
4154,E01003004,1583,312,295,822,154,1549,305,218,837,189
4155,E01003005,1495,297,249,820,129,1583,336,202,859,186
4156,E01002944,1364,304,237,726,97,1377,295,185,765,132
4157,E01002945,1561,299,269,852,141,1583,292,204,907,180
4158,E01002946,1500,250,279,818,153,1482,291,166,816,209
4159,E01002947,1610,298,304,849,159,1612,325,233,863,191
4160,E01002940,1581,334,290,798,159,1697,369,241,872,215
4161,E01002943,1392,277,302,705,108,1428,319,209,758,142
4162,E01002948,2101,432,378,1083,208,2224,431,356,1190,247
4163,E01002949,1867,396,368,942,161,1914,401,305,1033,175
4164,E01002950,1607,332,308,803,164,1675,377,213,901,184
4165,E01003472,1350,323,182,754,91,1312,373,143,675,121
4166,E01003473,1362,239,289,736,98,1343,282,193,739,129
4167,E01003474,1407,297,248,755,107,1226,232,221,672,101
4168,E01003475,2533,431,771,1226,105,2845,589,593,1554,109
4169,E01003478,1641,370,285,890,96,1694,502,232,881,79
4170,E01003460,1490,243,203,841,203,1557,252,240,798,267
4171,E01003462,1456,274,171,777,234,1423,253,168,744,258
4172,E01003464,1388,247,142,727,272,1359,235,148,681,295
4173,E01003465,1298,266,146,691,195,1197,193,153,624,227
4174,E01003400,1503,203,372,852,76,1432,248,242,827,115
4175,E01003454,1362,200,283,736,143,1354,243,207,726,178
4176,E01003456,1563,207,443,826,87,1736,288,342,1007,99
4177,E01003476,1405,310,322,716,57,1298,268,285,673,72
4178,E01003477,1541,302,332,826,81,1577,330,304,833,110
4179,E01003401,1356,210,268,739,139,1461,281,236,779,165
4180,E01003402,1558,246,276,866,170,1696,330,218,949,199
4181,E01003403,1549,216,240,872,221,1540,240,200,860,240
4182,E01003404,1687,184,323,969,211,1833,282,325,977,249
4183,E01003461,1557,222,320,875,140,1415,196,274,760,185
4184,E01003367,2434,278,775,1223,158,2754,425,613,1546,170
4185,E01003369,1680,202,463,937,78,1657,217,332,1027,81
4186,E01003370,2009,265,595,1069,80,1997,278,478,1144,97
4187,E01003371,1580,197,443,808,132,1477,203,284,834,156
4188,E01003455,1599,228,383,926,62,1681,304,344,960,73
4189,E01003359,1750,264,390,932,164,1848,298,378,1013,159
4190,E01003360,1706,266,403,959,78,1838,397,370,983,88
4191,E01003457,1627,374,232,943,78,1619,427,193,918,81
4192,E01003458,1616,278,316,939,83,1661,346,271,925,119
4193,E01003459,2112,352,522,1109,129,2110,389,361,1235,125
4194,E01003394,1948,324,457,999,168,1950,309,338,1123,180
4195,E01003395,1479,252,336,744,147,1567,286,268,834,179
4196,E01003396,1606,264,408,814,120,1531,274,288,804,165
4197,E01003397,1566,268,350,819,129,1501,251,269,838,143
4198,E01003398,1749,336,410,862,141,1928,391,325,1056,156
4199,E01003368,1596,241,396,839,120,1522,247,280,870,125
4200,E01003372,1550,297,405,773,75,1510,249,330,807,124
4201,E01003393,1550,264,421,810,55,1502,244,281,907,70
4202,E01003406,1645,390,445,773,37,1541,316,349,821,55
4203,E01003407,1813,302,495,969,47,2028,369,407,1185,67
4204,E01003355,1601,209,380,921,91,1776,301,375,1024,76
4205,E01003356,1768,331,398,943,96,1832,358,327,1016,131
4206,E01003358,1848,236,506,1001,105,2023,311,461,1135,116
4207,E01003383,1552,227,382,880,63,1715,313,349,954,99
4208,E01003384,1543,259,405,782,97,1661,336,362,867,96
4209,E01003442,1685,296,215,937,237,1608,302,186,875,245
4210,E01003443,1558,351,183,895,129,1661,404,186,860,211
4211,E01003444,1559,308,222,871,158,1621,343,206,898,174
4212,E01003445,1706,336,256,940,174,1719,359,211,932,217
4213,E01003463,1287,285,181,678,143,1461,313,204,742,202
4214,E01003380,1660,284,347,894,135,1841,439,267,973,162
4215,E01003382,1557,258,259,908,132,1696,410,198,953,135
4216,E01003385,1581,331,262,907,81,1696,430,235,939,92
4217,E01003399,1389,165,343,767,114,1356,211,257,754,134
4218,E01003423,1554,309,297,842,106,1670,342,264,885,179
4219,E01003357,1770,306,532,827,105,1757,387,351,893,126
4220,E01003376,1558,281,356,821,100,1467,278,250,831,108
4221,E01003377,1575,397,407,724,47,1588,385,311,809,83
4222,E01003408,1875,277,450,1067,81,1943,339,313,1184,107
4223,E01003410,1596,311,379,835,71,1614,348,264,885,117
4224,E01003386,2217,543,525,1044,105,2233,525,401,1182,125
4225,E01003388,1441,249,306,719,167,1519,281,239,811,188
4226,E01003389,1759,375,381,894,109,1714,358,282,949,125
4227,E01003392,1305,222,300,696,87,1300,226,269,706,99
4228,E01003409,1718,367,394,824,133,1702,342,307,925,128
4229,E01003387,1609,337,372,772,128,1870,437,304,1012,117
4230,E01003391,1342,333,320,619,70,1298,335,250,640,73
4231,E01003411,1738,363,378,877,120,1930,471,332,1009,118
4232,E01003412,1664,378,356,841,89,1619,353,281,872,113
4233,E01003435,1317,249,267,669,132,1914,463,288,1015,148
4234,E01003361,1659,286,375,862,136,1686,342,296,887,161
4235,E01003424,1525,296,197,808,224,1443,266,178,712,287
4236,E01003425,1439,282,229,770,158,1510,340,189,756,225
4237,E01003426,1749,320,345,874,210,1770,307,317,929,217
4238,E01003428,1464,251,279,771,163,1500,280,245,801,174
4239,E01003366,1507,204,354,809,140,1691,322,300,940,129
4240,E01003381,1477,172,311,854,140,1523,230,220,922,151
4241,E01003446,1684,216,391,951,126,1876,290,358,1077,151
4242,E01003447,1551,276,324,806,145,1564,322,278,846,118
4243,E01003471,1576,292,258,815,211,1670,373,189,911,197
4244,E01003413,1907,399,451,942,115,1933,439,303,1054,137
4245,E01003414,1590,284,370,779,157,1526,280,248,786,212
4246,E01003415,1630,319,355,812,144,1999,438,337,1103,121
4247,E01003416,1511,258,331,776,146,1454,240,255,795,164
4248,E01003434,1500,294,367,719,120,1521,309,250,799,163
4249,E01003373,1474,396,340,669,69,1426,354,260,712,100
4250,E01003378,1998,449,447,1005,97,2193,501,354,1237,101
4251,E01003379,1845,423,389,819,214,1902,492,310,930,170
4252,E01003390,1607,396,369,792,50,1755,486,290,939,40
4253,E01003405,1706,334,382,840,150,2173,530,367,1110,166
4254,E01003429,1447,299,320,704,124,1423,275,235,803,110
4255,E01003430,1454,377,320,690,67,1505,343,302,741,119
4256,E01003431,1504,357,327,746,74,1560,366,295,796,103
4257,E01003432,1557,413,389,669,86,1425,313,304,726,82
4258,E01003433,1527,303,315,756,153,1550,277,270,857,146
4259,E01003466,1594,285,276,842,191,1712,353,221,919,219
4260,E01003467,1625,310,260,871,184,1737,381,220,925,211
4261,E01003468,1700,348,253,934,165,1607,379,188,846,194
4262,E01003469,1625,341,335,845,104,1466,282,251,826,107
4263,E01003470,1756,353,363,908,132,1776,290,329,994,163
4264,E01003362,1322,193,244,708,177,1312,241,171,707,193
4265,E01003363,1640,319,257,863,201,1601,355,193,830,223
4266,E01003364,1731,307,285,915,224,1742,356,212,913,261
4267,E01003365,1408,203,272,727,206,1378,237,215,736,190
4268,E01003421,1608,273,321,847,167,1615,323,230,865,197
4269,E01003374,1447,291,298,680,178,1711,378,260,855,218
4270,E01003375,1619,272,300,853,194,1735,341,258,908,228
4271,E01003437,1867,323,343,945,256,1904,321,327,990,266
4272,E01003440,1542,303,334,778,127,1549,316,245,840,148
4273,E01003441,1856,384,429,836,207,1744,372,295,887,190
4274,E01003427,1767,292,407,921,147,1945,354,302,1111,178
4275,E01003436,1567,327,333,748,159,1537,299,257,838,143
4276,E01003439,1450,292,335,731,92,1525,343,238,836,108
4277,E01003448,1712,382,376,814,140,2132,470,386,1150,126
4278,E01003453,1696,368,332,845,151,1783,379,292,970,142
4279,E01003438,1695,358,353,832,152,1705,384,290,910,121
4280,E01003449,1763,361,381,846,175,1840,361,373,913,193
4281,E01003450,1606,380,313,767,146,1568,401,259,782,126
4282,E01003451,1656,247,342,843,224,1657,276,242,896,243
4283,E01003452,1973,381,410,948,234,1996,417,357,1036,186
4284,E01003417,1553,265,278,827,183,1517,329,189,783,216
4285,E01003418,1469,257,271,774,167,1355,210,226,709,210
4286,E01003419,1703,328,312,916,147,1723,355,274,926,168
4287,E01003420,1379,284,237,713,145,1317,303,186,690,138
4288,E01003422,1373,233,239,728,173,1362,242,201,691,228
4289,E01003744,1336,171,199,733,233,1373,211,160,694,308
4290,E01003745,1438,286,231,780,141,1360,218,232,723,187
4291,E01003746,1479,214,206,765,294,1538,253,192,769,324
4292,E01003747,1344,262,192,686,204,1273,213,183,639,238
4293,E01003748,1533,235,252,796,250,1621,221,307,752,341
4294,E01003749,1614,244,290,879,201,1662,241,312,872,237
4295,E01003750,1661,237,269,888,267,1778,299,270,941,268
4296,E01003720,1775,320,308,891,256,1864,343,349,952,220
4297,E01003722,1783,371,360,874,178,2196,504,413,1116,163
4298,E01003723,1745,379,315,857,194,1888,366,316,990,216
4299,E01003726,1528,354,316,738,120,1969,499,334,1027,109
4300,E01003724,1378,305,261,696,116,1424,269,281,749,125
4301,E01003725,1501,358,268,763,112,1569,343,262,830,134
4302,E01003727,1604,353,283,808,160,1739,350,299,940,150
4303,E01003654,1577,323,298,812,144,1608,327,293,830,158
4304,E01003655,1518,255,257,863,143,1576,267,235,903,171
4305,E01003658,1654,353,312,857,132,1714,320,348,887,159
4306,E01003660,1722,304,338,939,141,1768,349,277,955,187
4307,E01003656,1483,243,311,739,190,1597,288,295,788,226
4308,E01003657,2100,375,374,1148,203,2252,432,377,1192,251
4309,E01003659,1649,335,318,867,129,1744,356,281,944,163
4310,E01003698,1388,259,276,732,121,1391,257,265,701,168
4311,E01003699,1420,259,262,745,154,1658,333,268,888,169
4312,E01003700,2258,436,485,1127,210,2322,439,423,1176,284
4313,E01003701,1796,386,375,860,175,1923,367,436,930,190
4314,E01003702,1625,287,293,905,140,2114,467,356,1145,146
4315,E01003703,2529,526,452,1394,157,2592,473,490,1352,277
4316,E01003704,1691,330,363,845,153,1768,327,366,885,190
4317,E01003668,1631,234,298,910,189,1782,263,248,1053,218
4318,E01003669,1537,289,268,879,101,1617,278,266,925,148
4319,E01003670,1496,299,283,773,141,1511,260,262,791,198
4320,E01003671,1540,304,237,864,135,1455,289,194,778,194
4321,E01003672,1439,271,321,671,176,1801,375,317,916,193
4322,E01003673,1803,302,335,1068,98,1973,318,370,1114,171
4323,E01003674,2170,323,545,1151,151,2623,508,506,1467,142
4324,E01003707,1342,255,268,677,142,1384,266,265,695,158
4325,E01003708,1483,334,264,721,164,1765,393,364,870,138
4326,E01003709,1629,306,303,808,212,1681,340,282,826,233
4327,E01003710,1520,263,329,744,184,1504,251,288,728,237
4328,E01003759,1461,260,228,802,171,1546,321,169,845,211
4329,E01003760,1795,375,378,917,125,1962,394,405,1030,133
4330,E01003761,1797,588,286,873,50,1821,449,311,996,65
4331,E01003762,1623,305,281,941,96,1734,314,283,986,151
4332,E01003763,1884,412,333,968,171,2063,497,313,1057,196
4333,E01003764,1996,367,402,1096,131,2199,430,369,1238,162
4334,E01003765,1593,310,325,856,102,1979,412,417,1006,144
4335,E01003705,2215,468,450,1108,189,2368,490,468,1195,215
4336,E01003706,1602,382,288,723,209,1749,403,306,843,197
4337,E01003711,1820,332,332,859,297,1804,322,345,870,267
4338,E01003712,1361,287,296,648,130,1217,247,235,622,113
4339,E01003646,1764,351,436,808,169,2071,399,444,1028,200
4340,E01003648,1438,213,270,710,245,1510,257,264,775,214
4341,E01003649,1640,302,353,831,154,1575,262,332,787,194
4342,E01003651,1477,244,338,726,169,1481,255,286,750,190
4343,E01003639,1766,368,367,853,178,2122,444,376,1086,216
4344,E01003640,1788,388,360,892,148,1902,388,391,941,182
4345,E01003641,1719,365,397,844,113,1772,343,361,924,144
4346,E01003642,1706,411,334,827,134,1858,364,435,902,157
4347,E01003774,1783,251,295,1051,186,1874,356,266,1067,185
4348,E01003775,1746,306,302,889,249,1754,294,297,906,257
4349,E01003776,1657,213,280,838,326,1774,262,258,938,316
4350,E01003777,1790,213,384,992,201,1743,220,309,1040,174
4351,E01003778,1858,238,375,1058,187,2032,316,427,1091,198
4352,E01003779,1582,253,203,863,263,1557,264,211,844,238
4353,E01003780,1517,278,270,794,175,1516,237,257,783,239
4354,E01003647,1809,345,446,842,176,2126,399,431,1125,171
4355,E01003650,1517,295,265,725,232,1602,353,264,759,226
4356,E01003652,1554,328,349,748,129,1641,322,357,796,166
4357,E01003653,1476,321,316,704,135,1888,454,312,982,140
4358,E01003638,1625,279,407,755,184,1858,356,370,906,226
4359,E01003643,1841,390,344,879,228,2010,419,366,994,231
4360,E01003644,1571,339,315,786,131,1614,316,301,826,171
4361,E01003645,2656,627,571,1298,160,3013,723,527,1608,155
4362,E01003789,1446,212,271,790,173,1407,225,249,752,181
4363,E01003794,1476,321,230,778,147,1563,340,213,821,189
4364,E01003795,1180,225,178,638,139,1234,251,173,634,176
4365,E01003796,1574,279,292,851,152,1547,278,250,813,206
4366,E01003661,1949,387,455,923,184,1973,396,385,1026,166
4367,E01003662,1891,429,428,896,138,2311,578,504,1105,124
4368,E01003663,1803,372,301,789,341,1814,380,327,886,221
4369,E01003664,1795,443,380,841,131,1723,393,383,825,122
4370,E01003665,1657,401,351,774,131,1698,404,350,808,136
4371,E01003666,2256,601,491,1083,81,2903,850,538,1408,107
4372,E01033590,1118,285,328,477,28,1519,422,326,714,57
