,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
1291,E01032638,1163,61,292,795,15,1512,103,327,1012,70
1292,E01032640,1251,70,332,832,17,1556,111,306,1079,60
1293,E01032646,1579,142,550,855,32,1725,203,465,1004,53
1294,E01032803,1342,118,535,676,13,1447,140,437,830,40
1295,E01032834,1137,56,273,781,27,1395,66,300,956,73
1296,E01003975,1635,374,503,686,72,1996,431,500,983,82
1297,E01003978,1853,264,685,842,62,2954,436,749,1685,84
1298,E01004022,2476,352,743,1219,162,3815,721,722,2141,231
1299,E01004023,1548,249,402,761,136,1973,414,354,1066,139
1300,E01004028,1654,304,452,829,69,2810,493,614,1608,95
1301,E01003938,1822,310,571,878,63,1505,276,388,770,71
1302,E01003940,1494,327,417,680,70,1368,253,354,657,104
1303,E01003941,1904,191,642,994,77,2122,295,476,1262,89
1304,E01003942,1652,280,646,624,102,1558,362,435,661,100
1305,E01003979,1796,232,557,882,125,1924,246,408,1078,192
1306,E01003981,1691,163,746,698,84,2285,189,1140,867,89
1307,E01004030,1460,151,417,808,84,1515,163,281,962,109
1308,E01004031,2070,341,736,878,115,2590,368,842,1265,115
1309,E01004033,1522,253,412,737,120,2836,476,610,1612,138
1310,E01004034,1539,319,430,671,119,1758,414,364,891,89
1311,E01004036,2015,477,550,882,106,2315,518,543,1134,120
1312,E01004056,2079,245,712,1019,103,2221,394,447,1238,142
1313,E01004057,1510,216,428,819,47,2212,469,390,1256,97
1314,E01004058,1709,126,576,987,20,1924,177,462,1176,109
1315,E01004059,1501,80,702,704,15,1955,192,649,1073,41
1316,E01004060,1902,327,560,866,149,2332,378,664,1175,115
1317,E01003936,1866,94,1145,604,23,3472,168,2494,760,50
1318,E01003937,1563,140,637,743,43,1489,146,445,835,63
1319,E01003943,1374,296,397,627,54,1125,275,190,600,60
1320,E01003977,1676,259,476,801,140,2271,426,531,1179,135
1321,E01004037,1963,371,554,975,63,2171,431,491,1176,73
1322,E01004038,2340,535,685,1086,34,2950,611,640,1609,90
1323,E01004042,1715,258,449,825,183,1854,300,406,1003,145
1324,E01004043,1366,177,358,693,138,1479,200,303,831,145
1325,E01003986,1238,258,292,564,124,1667,342,320,867,138
1326,E01003987,1778,335,446,817,180,1897,368,373,1007,149
1327,E01004024,1873,328,567,835,143,2142,364,498,1106,174
1328,E01004035,1616,332,402,735,147,1501,289,296,782,134
1329,E01003960,1872,288,700,783,101,2010,293,712,899,106
1330,E01003961,2046,387,507,988,164,2098,361,429,1102,206
1331,E01003994,1502,199,499,728,76,1631,190,437,905,99
1332,E01032722,2146,297,682,1030,137,2986,423,830,1566,167
1333,E01003980,1924,214,809,780,121,1941,237,646,937,121
1334,E01004039,1578,255,579,698,46,1720,250,535,897,38
1335,E01004040,1778,420,455,808,95,1937,443,385,995,114
1336,E01004041,1663,342,411,828,82,1750,352,341,972,85
1337,E01004044,1403,300,362,653,88,1457,309,317,703,128
1338,E01003992,1496,341,399,656,100,1620,402,374,717,127
1339,E01003995,1388,226,321,748,93,1475,239,241,878,117
1340,E01003998,1337,149,349,749,90,1454,164,322,862,106
1341,E01003999,1451,271,384,730,66,1468,280,332,782,74
1342,E01032639,1658,159,723,716,60,2603,206,1105,1188,104
1343,E01032719,1221,182,352,611,76,1909,264,511,1050,84
1344,E01003964,1933,353,518,997,65,2357,443,522,1276,116
1345,E01003966,1955,345,651,837,122,1844,329,462,883,170
1346,E01003968,1445,344,332,696,73,1137,299,221,540,77
1347,E01003971,1800,518,397,809,76,1157,410,234,455,58
1348,E01003974,1277,288,315,593,81,1391,388,227,692,84
1349,E01003963,1649,361,415,817,56,1649,382,317,879,71
1350,E01003967,1677,363,424,815,75,888,181,155,505,47
1351,E01003970,1485,329,352,721,83,1195,271,249,602,73
1352,E01003972,1659,344,414,840,61,1655,370,335,859,91
1353,E01003973,1644,334,374,842,94,1674,324,340,935,75
1354,E01003923,1745,285,520,869,71,1768,224,424,1027,93
1355,E01003969,1867,285,582,931,69,2686,437,584,1525,140
1356,E01003991,1214,180,272,600,162,1273,162,237,679,195
1357,E01003993,1721,433,405,814,69,1817,474,346,891,106
1358,E01003997,1226,210,383,571,62,1221,204,307,625,85
1359,E01003983,2014,499,479,918,118,1891,490,365,918,118
1360,E01003988,2193,461,515,1078,139,2414,424,576,1234,180
1361,E01003989,1952,507,518,866,61,2137,482,514,1054,87
1362,E01003990,2121,497,517,1000,107,2149,491,424,1110,124
1363,E01004007,1268,296,329,566,77,1335,320,250,648,117
1364,E01003912,1596,435,321,770,70,1608,512,226,788,82
1365,E01004011,2102,540,569,923,70,2248,500,477,1150,121
1366,E01004012,2476,555,666,1185,70,2425,440,556,1330,99
1367,E01004013,1657,371,433,790,63,1401,281,276,761,83
1368,E01004014,1786,384,447,826,129,1840,479,311,918,132
1369,E01003911,1983,455,491,973,64,1893,403,411,1005,74
1370,E01003916,2194,353,736,1027,78,2233,350,537,1222,124
1371,E01003917,1788,279,465,919,125,1861,319,337,1068,137
1372,E01003918,1603,345,388,772,98,1429,275,269,750,135
1373,E01003925,1339,276,299,653,111,1948,398,343,1088,119
1374,E01003919,1784,297,535,881,71,1836,280,431,1014,111
1375,E01003920,1847,450,363,944,90,1919,433,301,1068,117
1376,E01003921,1459,237,345,808,69,1888,333,430,1054,71
1377,E01003922,1924,389,472,976,87,2169,453,404,1195,117
1378,E01003924,1926,421,430,981,94,2004,499,320,1064,121
1379,E01003926,1431,286,374,669,102,1329,202,280,728,119
1380,E01004008,2146,457,547,1044,98,2018,384,418,1112,104
1381,E01004010,1531,332,399,741,59,1646,327,319,883,117
1382,E01004067,2153,424,510,1103,116,2276,408,482,1287,99
1383,E01032805,2529,534,705,1170,120,2695,483,678,1371,163
1384,E01003984,2001,288,563,1011,139,2083,283,475,1176,149
1385,E01004003,1707,325,378,905,99,2041,428,376,1106,131
1386,E01004004,2504,410,705,1246,143,2769,408,646,1580,135
1387,E01004005,2214,490,499,1061,164,2440,502,412,1373,153
1388,E01004006,1971,305,532,1010,124,2178,307,504,1232,135
1389,E01003913,1852,279,488,980,105,1950,341,361,1096,152
1390,E01003914,1847,289,504,949,105,2142,253,709,1039,141
1391,E01003915,1940,339,522,977,102,1883,345,354,1072,112
1392,E01004050,1479,209,358,849,63,1528,192,287,948,101
1393,E01004052,1769,264,423,964,118,1883,327,364,1061,131
1394,E01004061,1748,243,416,989,100,1855,317,362,1066,110
1395,E01004062,1979,396,453,976,154,2361,413,406,1406,136
1396,E01004063,1965,283,425,1118,139,2004,264,399,1171,170
1397,E01004065,1531,273,286,887,85,1533,300,248,905,80
1398,E01004066,2154,455,546,1073,80,2129,462,395,1135,137
1399,E01004000,1878,321,430,1000,127,2183,408,380,1257,138
1400,E01004001,1726,385,360,846,135,1836,365,353,956,162
1401,E01004019,2305,490,534,1203,78,2392,515,400,1388,89
1402,E01004064,1968,434,433,970,131,2089,413,402,1123,151
1403,E01004068,2029,421,403,991,214,2111,351,397,1078,285
1404,E01004045,1520,399,338,740,43,1559,427,269,794,69
1405,E01004047,1595,382,376,746,91,1546,298,294,830,124
1406,E01004048,1589,296,371,843,79,1706,395,267,953,91
1407,E01004049,1686,337,660,638,51,2241,356,1008,790,87
1408,E01004051,1389,210,270,800,109,1590,281,267,929,113
1409,E01003953,2076,276,455,1240,105,2144,349,353,1261,181
1410,E01003955,1818,264,395,1029,130,2028,389,341,1156,142
1411,E01004015,1557,286,270,890,111,1631,351,225,927,128
1412,E01004021,2095,264,487,1246,98,2197,331,408,1343,115
1413,E01004046,1626,285,315,942,84,1754,382,224,1021,127
1414,E01004002,1613,295,328,905,85,1866,399,259,1093,115
1415,E01004016,2330,521,443,1225,141,2635,657,369,1475,134
1416,E01004017,1554,279,279,864,132,1601,333,219,925,124
1417,E01004020,1726,413,360,863,90,1740,431,270,949,90
1418,E01003952,1645,280,354,910,101,1790,358,310,996,126
1419,E01003954,1593,294,246,946,107,1656,387,196,950,123
1420,E01003956,1688,316,280,1014,78,1822,437,205,1099,81
1421,E01004071,1577,297,301,864,115,1506,267,248,851,140
1422,E01004072,1731,384,268,978,101,1818,402,291,1003,122
1423,E01004069,1428,322,243,748,115,1505,369,236,711,189
1424,E01004070,1969,396,342,1063,168,2074,472,326,1101,175
1425,E01004073,1915,425,291,1064,135,2075,512,271,1142,150
1426,E01004074,1867,439,320,949,159,1896,406,315,940,235
1427,E01004075,1825,460,232,965,168,1745,412,214,944,175
1428,E01003949,1870,312,338,1116,104,2065,428,277,1234,126
1429,E01003950,1905,389,416,974,126,1949,442,316,1041,150
1430,E01003957,1790,332,320,999,139,1824,436,254,999,135
1431,E01003958,1720,353,280,960,127,1993,467,278,1137,111
1432,E01004018,1897,360,325,1099,113,1968,452,214,1146,156
1433,E01003945,1661,276,271,950,164,1795,383,228,1014,170
1434,E01003946,1766,385,273,908,200,1860,454,212,949,245
1435,E01003947,1520,403,308,715,94,1527,419,258,785,65
1436,E01003948,1562,262,240,953,107,1730,349,202,1072,107
1437,E01003951,1526,269,330,771,156,1554,307,293,770,184
1438,E01003930,1511,144,734,567,66,1940,371,565,922,82
1439,E01003932,1579,190,545,757,87,1555,237,354,894,70
1440,E01003933,1766,176,807,702,81,1930,200,681,950,99
1441,E01032583,1594,166,595,749,84,1730,186,529,931,84
1442,E01032584,1287,178,415,631,63,1348,161,445,678,64
1443,E01004222,2494,523,646,1127,198,3015,633,563,1620,199
1444,E01004223,2082,387,517,996,182,2511,595,403,1330,183
1445,E01004224,2021,350,664,874,133,3190,560,741,1760,129
1446,E01004226,1753,405,527,740,81,2577,648,518,1317,94
1447,E01004197,2350,408,749,1115,78,3328,592,958,1677,101
1448,E01004198,1538,276,492,649,121,1613,307,388,780,138
1449,E01004199,1642,423,469,655,95,1785,453,413,788,131
1450,E01004201,1562,288,465,724,85,1775,345,413,903,114
1451,E01004228,1861,276,530,955,100,2190,347,420,1284,139
1452,E01004230,2114,384,688,904,138,2299,439,497,1216,147
1453,E01004232,1681,212,690,727,52,1915,312,513,997,93
1454,E01004233,1827,416,471,804,136,2313,467,464,1236,146
1455,E01004234,2236,366,696,1069,105,2285,443,465,1265,112
1456,E01004225,2209,214,911,1044,40,2928,416,821,1617,74
1457,E01004229,1489,273,501,644,71,1654,323,397,866,68
1458,E01004231,1805,457,563,690,95,1953,411,513,934,95
1459,E01032764,1314,149,516,597,52,2449,321,659,1416,53
1460,E01032765,1501,235,586,634,46,1931,303,505,1046,77
1461,E01032784,1533,216,660,595,62,2021,301,562,1088,70
1462,E01004200,1586,156,797,601,32,1719,185,648,829,57
1463,E01004202,1726,261,578,844,43,2055,361,482,1156,56
1464,E01004203,1796,301,656,770,69,1914,346,596,913,59
1465,E01004204,1590,272,454,681,183,1932,335,430,1019,148
1466,E01004311,1523,286,427,690,120,1861,371,434,942,114
1467,E01004314,1106,158,257,605,86,1196,169,225,702,100
1468,E01004315,1641,181,562,783,115,1858,231,470,1036,121
1469,E01004318,1465,300,438,671,56,1798,348,391,949,110
1470,E01004259,1739,237,621,803,78,1865,310,506,989,60
1471,E01004260,1810,410,591,704,105,2007,463,528,944,72
1472,E01004263,1418,301,409,581,127,1559,296,428,724,111
1473,E01004266,1552,273,487,692,100,1647,329,352,831,135
1474,E01004235,1377,377,338,591,71,1323,333,255,635,100
1475,E01004236,1689,446,509,651,83,1684,382,402,811,89
1476,E01004237,1164,249,349,505,61,1592,457,293,727,115
1477,E01004238,2760,641,987,1041,91,5365,1070,1504,2683,108
1478,E01004239,1656,416,457,680,103,1764,429,362,836,137
1479,E01004312,1617,302,516,674,125,1609,292,389,812,116
1480,E01004313,2062,443,705,811,103,2367,479,663,1132,93
1481,E01004316,1144,189,439,482,34,1157,179,317,620,41
1482,E01004317,2726,303,1113,1243,67,3930,538,1166,2139,87
1483,E01004261,2559,324,1672,494,69,3218,305,2119,686,108
1484,E01004262,1764,229,927,522,86,2179,239,1170,667,103
1485,E01004264,1549,389,528,539,93,1596,354,460,700,82
1486,E01032785,1358,216,425,692,25,2783,654,532,1548,49
1487,E01032786,1567,359,383,734,91,1749,484,340,838,87
1488,E01004207,1424,242,538,568,76,1526,251,397,778,100
1489,E01004209,1378,361,437,520,60,1476,404,308,705,59
1490,E01004212,1801,282,778,684,57,2730,443,1056,1163,68
1491,E01032787,2577,627,864,985,101,2588,571,650,1280,87
1492,E01004240,1822,517,501,728,76,1899,487,422,888,102
1493,E01004241,1625,418,442,688,77,1842,471,413,861,97
1494,E01004242,2472,605,878,920,69,5963,1498,1604,2753,108
1495,E01004267,1790,292,725,731,42,2325,417,667,1184,57
1496,E01004268,1796,412,565,743,76,1917,368,457,985,107
1497,E01004205,2132,501,748,807,76,2405,625,554,1161,65
1498,E01004206,1502,275,557,589,81,1515,285,380,770,80
1499,E01004208,2001,221,954,793,33,2681,244,1130,1264,43
1500,E01004211,1485,125,610,701,49,1731,177,519,972,63
1501,E01004269,1995,391,710,759,135,2867,599,757,1368,143
1502,E01004270,2260,323,1027,854,56,2957,391,1140,1352,74
1503,E01004271,1596,474,427,633,62,2297,605,546,1057,89
1504,E01004272,2100,609,591,818,82,2603,749,536,1205,113
1505,E01004273,1918,507,598,732,81,2866,690,684,1382,110
1506,E01004306,1818,247,721,766,84,1591,251,443,780,117
1507,E01004307,2216,139,1048,999,30,3646,182,1753,1630,81
1508,E01004308,1490,257,549,609,75,1543,270,381,762,130
1509,E01004309,2886,443,1212,1106,125,3471,529,1179,1623,140
1510,E01004310,1993,250,777,863,103,2005,275,501,1116,113
1511,E01004283,2343,455,842,844,202,2644,475,842,1127,200
1512,E01004287,2174,483,586,928,177,2459,567,488,1207,197
1513,E01004289,1862,356,650,720,136,2182,356,696,958,172
1514,E01004290,1309,160,491,524,134,2088,397,558,961,172
1515,E01004322,1304,235,450,532,87,1552,293,464,714,81
1516,E01004323,1484,270,576,552,86,1570,299,459,733,79
1517,E01004324,1577,372,509,618,78,1608,338,387,804,79
1518,E01004326,1454,261,491,616,86,2025,404,525,997,99
1519,E01004245,1544,490,446,573,35,2182,533,623,965,61
1520,E01004246,1988,420,536,943,89,3277,738,740,1674,125
1521,E01004248,1349,413,352,500,84,1909,540,424,858,87
1522,E01004249,2055,528,552,896,79,2581,686,473,1310,112
1523,E01004284,2319,504,686,1022,107,3917,829,891,2072,125
1524,E01004285,2318,655,710,846,107,2545,668,593,1196,88
1525,E01004286,2370,559,682,1003,126,2623,553,555,1344,171
1526,E01004288,1629,440,411,660,118,1836,484,363,852,137
1527,E01004243,1800,484,478,741,97,1297,373,239,616,69
1528,E01004244,1893,459,494,766,174,2218,484,526,1033,175
1529,E01004247,1949,451,609,787,102,2765,697,607,1342,119
1530,E01004250,2340,603,613,1000,124,2874,834,548,1359,133
1531,E01004319,1916,408,684,721,103,2183,480,470,1105,128
1532,E01004321,1841,302,633,799,107,2120,417,421,1148,134
1533,E01004325,2522,281,1285,885,71,3956,540,1690,1639,87
1534,E01032766,1322,161,591,553,17,3032,547,1104,1334,47
1535,E01032767,1610,70,873,652,15,3206,112,1865,1188,41
1536,E01004298,1648,337,542,675,94,1753,392,377,873,111
1537,E01004300,1351,297,352,599,103,1577,335,350,762,130
1538,E01004304,1974,461,631,790,92,2215,460,537,1067,151
1539,E01004305,1961,446,587,787,141,2209,480,526,1020,183
1540,E01004251,2100,489,600,859,152,2709,726,600,1238,145
1541,E01004254,2132,217,708,1191,16,3517,510,945,1992,70
1542,E01004255,1633,352,482,753,46,1828,384,392,990,62
1543,E01004258,1511,221,333,868,89,1693,295,273,986,139
1544,E01004252,2722,581,827,1214,100,3528,744,840,1848,96
1545,E01004253,2348,583,672,966,127,3672,902,924,1727,119
1546,E01004256,1739,415,504,708,112,1950,433,433,966,118
1547,E01004257,1897,536,548,719,94,2406,677,563,1085,81
1548,E01004301,1338,335,432,506,65,1359,319,292,665,83
1549,E01004302,1995,540,627,769,59,2366,591,489,1205,81
1550,E01004303,2378,504,728,1043,103,3220,652,817,1638,113
1551,E01032768,1327,136,402,773,16,1918,207,459,1205,47
1552,E01032769,1244,174,356,684,30,1606,226,361,964,55
1553,E01004292,1753,165,583,968,37,2065,293,480,1197,95
1554,E01004294,1776,187,548,985,56,2435,420,595,1345,75
1555,E01004295,1526,438,418,598,72,1970,584,360,938,88
1556,E01004296,1619,300,479,770,70,2632,482,566,1480,104
1557,E01004291,1846,170,425,1160,91,2399,276,417,1565,141
1558,E01004293,2131,189,580,1255,107,2403,261,448,1515,179
1559,E01004297,1837,202,496,1058,81,2071,273,366,1294,138
1560,E01004215,2770,532,897,1221,120,4770,945,1230,2483,112
1561,E01004219,2314,514,849,895,56,2521,656,624,1183,58
1562,E01004221,1895,304,589,948,54,2260,451,466,1281,62
1563,E01032776,1092,98,468,518,8,2958,442,924,1561,31
1564,E01032777,1151,189,404,548,10,1668,249,344,1038,37
1565,E01032778,1122,141,502,472,7,3364,486,1401,1427,50
1566,E01032779,1100,190,398,507,5,2036,307,554,1115,60
1567,E01032780,1344,112,517,698,17,1896,247,544,1029,76
1568,E01004214,1671,434,424,733,80,1771,449,376,844,102
1569,E01004216,1631,239,479,843,70,2041,386,458,1107,90
1570,E01004217,1753,311,422,890,130,2311,510,388,1275,138
1571,E01004218,1757,278,503,907,69,2012,359,423,1118,112
1572,E01004274,1990,417,683,834,56,2191,531,457,1116,87
1573,E01004275,1893,347,551,921,74,2486,588,543,1241,114
1574,E01004276,2051,183,671,1174,23,2572,368,546,1598,60
1575,E01004281,1793,236,631,914,12,2121,408,515,1146,52
1576,E01032783,1393,147,481,708,57,1617,221,404,890,102
1577,E01004280,1887,390,522,909,66,2125,500,394,1111,120
1578,E01032770,1205,152,489,513,51,2269,347,675,1177,70
1579,E01032772,1142,154,421,512,55,1893,310,494,1031,58
1580,E01032773,1593,273,653,661,6,3607,429,922,2201,55
1581,E01032774,1309,282,407,592,28,1665,420,327,866,52
1582,E01004277,1648,157,458,1015,18,1860,218,427,1169,46
1583,E01032771,1115,177,412,509,17,1852,311,428,1070,43
1584,E01032781,1557,156,524,849,28,1948,314,470,1084,80
1585,E01032782,1625,321,575,707,22,2696,264,739,1665,28
1586,E01004560,1964,243,543,1080,98,2178,308,493,1242,135
1587,E01004566,1581,192,392,872,125,1734,228,408,933,165
1588,E01004582,2145,328,523,1151,143,2365,320,496,1246,303
1589,E01004583,1800,183,364,950,303,1995,287,322,1037,349
1590,E01004562,1768,257,502,845,164,3188,592,765,1636,195
1591,E01004563,1962,336,590,962,74,2263,447,500,1214,102
1592,E01004564,1786,157,674,867,88,1793,205,566,929,93
1593,E01004567,2335,504,706,1035,90,2457,545,505,1305,102
1594,E01033098,1022,80,410,516,16,2280,301,712,1228,39
1595,E01033100,1245,133,391,627,94,1583,249,403,838,93
1596,E01033132,1046,120,338,570,18,1931,269,501,1095,66
1597,E01004539,2079,512,548,922,97,2118,515,449,1050,104
1598,E01004540,2080,333,529,1094,124,2115,314,446,1201,154
1599,E01004577,1959,261,496,1024,178,2054,304,505,1084,161
1600,E01004584,1715,407,461,761,86,1821,401,397,913,110
1601,E01004579,1620,259,355,893,113,1716,269,337,968,142
1602,E01004580,2097,273,652,1024,148,2128,313,638,1049,128
1603,E01004581,1822,175,536,980,131,1883,218,475,998,192
1604,E01033099,1036,133,334,520,49,1674,214,466,929,65
1605,E01033101,1200,72,321,773,34,2663,434,529,1543,157
1606,E01033133,1202,136,366,671,29,1490,213,296,904,77
1607,E01004565,1696,189,622,805,80,1672,232,492,863,85
1608,E01004590,1748,268,433,901,146,1910,320,388,1002,200
1609,E01004591,1750,170,640,858,82,1937,213,579,1031,114
1610,E01004592,1636,212,383,895,146,1747,251,361,981,154
1611,E01004604,1672,406,242,934,90,1638,340,279,863,156
1612,E01004605,1724,286,291,997,150,1755,334,259,930,232
1613,E01004606,1638,207,430,937,64,1689,309,329,955,96
1614,E01004607,1722,318,318,967,119,1795,357,298,989,151
1615,E01004608,1690,197,457,911,125,1699,229,346,964,160
1616,E01004535,1754,461,462,754,77,1786,528,356,812,90
1617,E01004537,1886,340,592,833,121,1846,310,489,939,108
1618,E01004538,2011,357,569,956,129,2228,398,492,1203,135
1619,E01004541,1636,252,448,773,163,1617,219,389,803,206
1620,E01004534,1873,220,588,975,90,1879,289,556,926,108
1621,E01004536,2064,279,761,917,107,2776,367,1163,1171,75
1622,E01004552,1994,156,766,1026,46,2344,237,759,1288,60
1623,E01004585,1854,177,642,922,113,1960,198,608,1035,119
1624,E01004588,1960,252,658,991,59,1995,244,610,1048,93
1625,E01004554,1602,312,313,898,79,1802,379,336,986,101
1626,E01004556,1602,424,227,895,56,1919,541,307,957,114
1627,E01004586,1821,166,664,927,64,2053,257,589,1143,64
1628,E01004587,1753,260,491,925,77,1995,351,466,1083,95
