,lsoa,popden2011,popden2021
2831,E01001314,54.1,52.03
2832,E01001315,88.9,89.179
2833,E01001316,87,95.359
2834,E01001317,55.2,64.565
2835,E01001318,70.3,76.582
2836,E01001320,33.8,35.437
2837,E01001321,61,68.265
2838,E01001270,61.1,62.522
2839,E01001319,107.1,110.72200000000001
2840,E01001322,31,38.0
2841,E01001323,51,59.527
2842,E01001341,74.7,78.185
2843,E01001342,98.3,99.84200000000001
2844,E01001343,52.2,49.913000000000004
2845,E01001345,92.8,97.073
2846,E01001265,33.8,34.376999999999995
2847,E01001266,25,24.997
2848,E01001267,50.9,53.01
2849,E01001272,29.7,31.386
2850,E01001349,20.6,20.738000000000003
2851,E01001344,44.7,47.381
2852,E01001346,81.7,85.08
2853,E01001347,22.8,29.328000000000003
2854,E01001348,38.9,40.641999999999996
2855,E01001257,108.2,135.498
2856,E01001324,49.1,52.56
2857,E01001326,23.2,26.483
2858,E01001330,53.8,62.58
2859,E01001332,109.5,116.181
2860,E01001325,18.5,20.840999999999998
2861,E01001327,64.8,68.17699999999999
2862,E01001328,45.1,47.536
2863,E01001329,59.1,65.02199999999999
2864,E01001331,117.6,126.124
2865,E01001258,79.6,88.147
2866,E01001262,61.3,62.476000000000006
2867,E01001263,51,59.324
2868,E01001264,54.5,60.0
2869,E01032743,226.8,238.34900000000002
2870,E01032744,76.8,81.087
2871,E01001276,49.6,49.333999999999996
2872,E01001277,34,37.629
2873,E01001278,43.4,45.958
2874,E01001280,46.9,48.883
2875,E01001218,69.1,74.28699999999999
2876,E01001260,70.8,76.054
2877,E01001261,50.7,53.968
2878,E01001268,57.1,64.63600000000001
2879,E01001209,61.9,60.78
2880,E01001211,94.5,96.391
2881,E01001279,58.2,59.019
2882,E01001281,55.6,54.64
2883,E01001217,82.3,77.831
2884,E01001259,55.8,61.288000000000004
2885,E01001291,99.1,106.337
2886,E01001292,91.6,89.861
2887,E01001293,109.6,125.309
2888,E01001196,77.1,70.55
2889,E01001239,37.1,35.67
2890,E01001246,13.5,18.172
2891,E01001247,19.1,19.986
2892,E01001210,74.2,83.429
2893,E01001282,103.7,107.71799999999999
2894,E01001283,61.2,68.342
2895,E01001285,79.3,82.97399999999999
2896,E01001286,78.4,78.1
2897,E01001287,155.9,175.488
2898,E01001294,63.8,68.316
2899,E01001295,114.1,112.18799999999999
2900,E01001296,93.6,90.961
2901,E01001297,72.4,73.32300000000001
2902,E01001298,110.3,120.296
2903,E01001204,94.4,95.84299999999999
2904,E01001205,63.3,72.34
2905,E01001206,114.4,105.34
2906,E01001207,98.4,110.47
2907,E01001208,25.3,25.232
2908,E01001212,58.4,61.913000000000004
2909,E01001224,67.6,65.217
2910,E01001226,67,66.041
2911,E01001227,87.6,87.97
2912,E01001228,68.1,68.973
2913,E01001223,67.9,65.085
2914,E01001225,76.4,77.275
2915,E01001235,58.2,64.65
2916,E01001236,113.5,105.27799999999999
2917,E01001273,41.7,43.07
2918,E01001274,60.8,60.09
2919,E01001275,54.5,51.56100000000001
2920,E01001195,44.2,44.026
2921,E01001197,43.5,45.98
2922,E01001198,131.6,142.687
2923,E01001199,161.1,157.035
2924,E01001284,32.6,36.371
2925,E01001288,86.6,85.367
2926,E01001289,110.3,106.619
2927,E01001290,36.6,40.442
2928,E01001213,121.2,133.024
2929,E01001214,75.2,75.118
2930,E01001215,101.5,118.286
2931,E01001216,110.4,123.289
2932,E01001361,46.6,58.79600000000001
2933,E01001240,82.3,92.97
2934,E01001241,42.5,52.535
2935,E01001242,69.8,77.756
2936,E01001243,78.5,107.665
2937,E01001244,118.8,130.467
2938,E01001245,172.7,196.296
2939,E01001200,112,117.81200000000001
2940,E01001201,127.3,129.85299999999998
2941,E01001202,129.7,153.121
2942,E01001203,188.1,183.27900000000002
2943,E01001351,102.8,101.649
2944,E01001359,165.9,185.403
2945,E01001360,136.9,157.509
2946,E01001362,79.3,107.585
2947,E01001363,124.5,147.376
2948,E01001364,141.2,154.507
2949,E01001365,47.8,55.551
2950,E01001231,46.4,50.896
2951,E01001234,45.8,44.771
2952,E01001350,49.8,48.24
2953,E01001352,94.3,98.93799999999999
2954,E01001354,68,76.007
2955,E01001249,152.3,156.555
2956,E01001250,82.5,88.15700000000001
2957,E01001255,90.8,89.572
2958,E01001383,154.8,151.685
2959,E01001388,92.1,81.134
2960,E01001389,119.5,130.968
2961,E01001219,123.9,132.468
2962,E01001220,16.2,16.266
2963,E01001334,102.1,104.84299999999999
2964,E01001337,12.1,17.435
2965,E01001338,35.7,34.132
2966,E01001339,25.4,30.079
2967,E01001340,155.2,128.513
2968,E01001251,88.5,96.84200000000001
2969,E01001252,100.1,127.245
2970,E01001253,101,130.312
2971,E01001254,80.4,83.309
2972,E01001229,74.7,74.521
2973,E01001230,77.8,71.578
2974,E01001232,71.3,72.196
2975,E01001233,83.5,84.53399999999999
2976,E01001237,67.5,66.229
2977,E01001386,58.1,58.282
2978,E01001303,102,107.34299999999999
2979,E01001382,76.8,72.598
2980,E01001384,151.1,160.514
2981,E01001385,105,104.744
2982,E01001387,61.5,61.058
2983,E01001353,85.2,72.342
2984,E01001355,113.7,133.766
2985,E01001356,235,178.614
2986,E01001357,102.5,247.08
2987,E01001358,61.8,76.715
2988,E01001375,120.2,122.59899999999999
2989,E01001377,92.9,85.992
2990,E01001379,126.1,130.33
2991,E01001381,57.8,65.767
2992,E01001248,23.9,23.905
2993,E01001299,80.4,76.94
2994,E01001305,113.9,114.665
2995,E01001306,104.6,106.57600000000001
2996,E01001366,112.9,120.305
2997,E01001367,86.8,133.235
2998,E01001368,133.9,137.063
2999,E01001370,44.2,48.43899999999999
3000,E01001371,102.8,114.025
3001,E01001372,137.1,198.834
3002,E01001373,97.7,135.463
3003,E01001333,68.4,88.573
3004,E01001335,36.3,36.675
3005,E01001336,62,72.681
3006,E01001369,123,137.50799999999998
3007,E01001300,123,117.369
3008,E01001301,70.9,75.08
3009,E01001302,48.1,47.551
3010,E01001304,140.6,143.30200000000002
3011,E01001374,138.5,149.846
3012,E01001376,101.5,109.775
3013,E01001380,100.2,131.321
3014,E01032572,70.2,71.626
3015,E01001444,48.3,54.95399999999999
3016,E01001446,100.6,102.822
3017,E01001546,74.7,75.985
3018,E01001552,64.3,69.34
3019,E01001442,146.3,150.47799999999998
3020,E01001545,53.4,54.622
3021,E01001547,70.7,84.117
3022,E01001548,60.7,64.47
3023,E01001551,56.6,58.608000000000004
3024,E01001445,16.1,19.785
3025,E01001447,104,106.699
3026,E01001448,116.3,126.001
3027,E01001449,69.4,69.766
3028,E01033150,100.8,102.861
3029,E01001408,113,114.698
3030,E01001411,99,102.367
3031,E01001412,1.3,1.226
3032,E01001413,32,32.009
3033,E01001414,39.6,42.419
3034,E01001407,15.9,15.439
3035,E01001409,100.1,107.79
3036,E01001410,108.1,137.524
3037,E01001516,55.9,64.765
3038,E01001537,92.3,90.11
3039,E01001439,98.9,101.476
3040,E01001441,45.5,49.458999999999996
3041,E01001517,104.1,112.67200000000001
3042,E01001549,61.6,73.56
3043,E01001550,76.3,81.23
3044,E01001433,54.6,54.486000000000004
3045,E01001434,89.1,90.14200000000001
3046,E01001435,94,96.31700000000001
3047,E01001436,96.5,98.875
3048,E01001438,60,60.535
3049,E01001469,73.1,78.638
3050,E01001536,39.6,45.465
3051,E01001540,68.1,73.619
3052,E01001541,82.8,84.40799999999999
3053,E01001542,85.2,84.97
3054,E01001538,65.2,65.842
3055,E01001539,76.1,75.456
3056,E01001543,80.3,77.666
3057,E01001544,52.7,55.903999999999996
3058,E01001457,61.6,68.312
3059,E01001468,17.1,18.052
3060,E01001471,47.6,52.273999999999994
3061,E01001472,67.1,65.962
3062,E01001474,45.8,49.184
3063,E01001415,14.2,18.94
3064,E01001417,3.5,3.31
3065,E01001418,26.6,28.069000000000003
3066,E01001422,11.3,11.46
3067,E01001440,52.2,53.306000000000004
3068,E01001504,85.3,117.786
3069,E01001505,88.8,100.72
3070,E01001507,69.8,96.417
3071,E01001508,93.2,117.78299999999999
3072,E01001513,18.6,20.851999999999997
3073,E01001416,53.4,53.222
3074,E01001470,8.4,8.695
3075,E01001473,18.2,18.941
3076,E01001475,50.5,53.406000000000006
3077,E01001437,9,8.613999999999999
3078,E01001509,119.2,121.68799999999999
3079,E01001405,61.4,65.408
3080,E01001406,79.8,81.235
3081,E01001450,52.5,66.471
3082,E01001512,93.4,119.465
3083,E01001515,150.3,158.069
3084,E01001401,89.7,94.169
3085,E01001478,48.4,52.188
3086,E01001484,41.6,42.927
3087,E01001511,45.1,49.485
3088,E01001514,129.2,129.02
3089,E01001518,31.6,30.213
3090,E01001451,26.5,26.888
3091,E01001452,21.2,21.5
3092,E01001453,32.6,32.308
3093,E01001454,42.2,43.965
3094,E01001476,82.3,86.555
3095,E01001477,27.4,29.338
3096,E01001481,95.9,104.479
3097,E01001502,66.7,69.612
3098,E01001503,108.2,110.79799999999999
3099,E01001520,47.6,52.666000000000004
3100,E01001522,88,88.54799999999999
3101,E01001523,33.4,35.471
3102,E01001524,59.4,60.613
3103,E01001526,57,56.58
3104,E01001419,29.2,29.595
3105,E01001420,44.1,50.111999999999995
3106,E01001421,88.6,86.415
3107,E01001525,77.1,83.824
3108,E01001398,79.7,76.71600000000001
3109,E01001399,59.2,61.063
3110,E01001400,63.3,64.028
3111,E01001402,52.2,52.778999999999996
3112,E01001403,43.3,46.056000000000004
3113,E01001455,62.6,61.176
3114,E01001456,52.6,52.422
3115,E01001564,72,71.855
3116,E01001567,51.1,49.71
3117,E01001568,17.6,20.98
3118,E01001569,59.2,60.122
3119,E01001479,70.7,73.273
3120,E01001482,105,108.95200000000001
3121,E01001487,150.5,149.80700000000002
3122,E01001489,101.2,105.948
3123,E01001491,133.3,131.579
3124,E01001459,77.3,79.40899999999999
3125,E01001460,139.6,172.34900000000002
3126,E01001462,122.7,133.364
3127,E01001480,78.5,80.487
3128,E01001488,143.2,150.609
3129,E01001483,20.6,21.226999999999997
3130,E01001485,143.8,147.227
3131,E01001486,116.6,119.00299999999999
3132,E01001492,125.7,132.769
3133,E01033146,114.6,111.12700000000001
3134,E01033151,22.3,21.872
3135,E01001404,28.5,28.631999999999998
3136,E01001493,76.1,82.052
3137,E01001494,93.7,91.06
3138,E01001496,65.2,72.668
3139,E01001570,45.6,46.70399999999999
3140,E01001423,94.2,90.29700000000001
3141,E01001425,46.3,50.273
3142,E01001428,106.5,109.536
3143,E01001461,59.3,54.476000000000006
3144,E01001464,65.9,65.196
3145,E01001521,36.7,38.74
3146,E01001531,65.7,62.982
3147,E01001532,61.1,57.603
3148,E01001533,47.9,50.748000000000005
3149,E01001535,37.8,35.805
3150,E01001495,111.3,119.715
3151,E01001498,102.1,96.38
3152,E01001563,83,89.25399999999999
3153,E01001565,73.3,75.21300000000001
3154,E01001566,86.7,89.678
3155,E01001424,168.5,170.891
3156,E01001426,59.1,59.098
3157,E01001427,13.7,12.931
3158,E01001429,98.4,95.645
3159,E01001430,161.3,172.34599999999998
3160,E01001463,60.1,59.586999999999996
3161,E01001465,65.9,68.375
3162,E01001466,181.7,202.024
3163,E01001467,177.8,189.658
3164,E01001497,72.6,71.654
3165,E01001499,79.2,73.896
3166,E01001392,113.9,116.40700000000001
3167,E01001528,69.3,80.92
3168,E01001529,92.9,107.512
3169,E01001530,61.8,82.79
3170,E01001534,40.4,41.869
3171,E01001431,114.1,131.517
3172,E01001432,124.4,121.708
3173,E01001555,127.4,159.685
3174,E01001557,123.2,133.256
3175,E01001558,108.4,138.364
3176,E01001559,22.2,23.086
3177,E01001394,95.8,115.835
3178,E01001395,66.3,68.098
3179,E01001397,64.4,72.399
3180,E01001500,68,70.748
3181,E01001556,72.8,73.27199999999999
3182,E01001560,60.5,59.44
3183,E01001390,128.3,118.294
3184,E01001391,118.1,134.415
3185,E01001393,117.7,109.749
3186,E01001396,95.5,98.65
3187,E01001501,61,73.219
3188,E01001527,39.7,52.211000000000006
3189,E01001458,107.1,109.76100000000001
3190,E01001553,79.7,87.431
3191,E01001554,148.3,148.964
3192,E01001562,120.4,156.842
3193,E01032574,56.5,56.849
3194,E01001690,141.6,125.66
3195,E01001692,187.2,198.11599999999999
3196,E01001693,114.3,114.37
3197,E01001694,43.9,45.49
3198,E01001687,29,39.798
3199,E01001688,73.9,75.25399999999999
3200,E01033739,122.8,151.006
3201,E01033740,95.3,98.552
3202,E01033741,43.1,47.317
3203,E01033743,20.4,19.414
3204,E01033745,32.3,31.613000000000003
3205,E01001575,78,82.99799999999999
3206,E01001576,72.9,83.70299999999999
3207,E01001577,88,95.54700000000001
3208,E01001578,78.4,84.84200000000001
3209,E01001579,65.2,68.646
3210,E01001712,128,128.157
3211,E01033734,135,150.256
3212,E01033735,103.1,121.23
3213,E01033736,87.6,177.954
3214,E01033737,63.3,82.053
3215,E01001705,113.2,127.727
3216,E01001708,90,96.038
3217,E01001710,197,204.535
3218,E01001672,56.9,53.665
3219,E01001673,108.4,137.708
3220,E01001674,92.1,102.427
3221,E01001675,127.6,152.608
3222,E01001677,97.1,107.88
3223,E01001631,105.2,107.005
3224,E01001632,192.4,169.269
3225,E01001635,78.8,77.98899999999999
3226,E01001636,137.9,134.828
3227,E01033742,107.6,107.366
3228,E01033744,125.8,122.904
3229,E01001571,110.7,122.147
3230,E01001572,101.6,102.91
3231,E01001573,108.9,113.821
3232,E01001574,17.6,19.139
3233,E01001629,105.9,104.185
3234,E01001633,139.5,177.34400000000002
3235,E01001634,147.6,149.526
3236,E01001637,91.8,96.984
3237,E01001695,162.4,154.745
3238,E01001696,95.7,182.41099999999997
3239,E01001697,137.7,173.767
3240,E01001700,140.8,165.31799999999998
3241,E01001703,227.5,244.588
3242,E01001704,118.1,117.954
3243,E01001588,32.5,32.444
3244,E01001589,76.1,87.98700000000001
3245,E01001591,101.1,104.06299999999999
3246,E01001595,53.5,60.07
3247,E01001590,114.3,109.58200000000001
3248,E01001592,71.8,80.845
3249,E01001593,88.3,96.65799999999999
3250,E01001594,129.2,157.695
3251,E01001698,138.1,148.563
3252,E01001699,26.9,21.320999999999998
3253,E01001701,15.9,18.397000000000002
3254,E01001702,197.6,175.118
3255,E01001581,81.1,75.575
3256,E01001585,85.5,85.324
3257,E01001586,69.7,66.57300000000001
3258,E01001587,69,72.22
3259,E01001678,63.7,67.762
3260,E01001683,114,115.316
3261,E01001684,12.4,12.199000000000002
3262,E01001685,83.9,86.10799999999999
3263,E01001646,134.1,133.523
3264,E01001650,83.1,88.088
3265,E01001651,55.9,61.055
3266,E01001652,58.4,64.087
3267,E01001679,63.2,63.521
3268,E01001680,25.9,24.955
3269,E01001681,78.5,90.633
3270,E01001682,15.3,15.809000000000001
3271,E01001686,104.6,105.945
3272,E01001580,55.2,55.167
3273,E01001582,43.1,44.81100000000001
3274,E01001583,54.7,53.37
3275,E01001584,47.2,45.751000000000005
3276,E01001645,58.5,63.861999999999995
3277,E01001647,43,42.915
3278,E01001648,42,41.31100000000001
3279,E01001649,46,47.413000000000004
3280,E01001605,24,22.985
3281,E01001606,77.6,77.182
3282,E01001610,75.6,79.719
3283,E01001611,82.5,87.81700000000001
3284,E01001620,61,60.683
3285,E01001621,40.7,45.611000000000004
3286,E01001623,61.3,65.26899999999999
3287,E01001624,69.1,72.54899999999999
3288,E01001625,58.5,66.22
3289,E01001604,60.7,65.304
3290,E01001607,69.7,76.15899999999999
3291,E01001608,30.8,30.613000000000003
3292,E01001609,47.7,50.208
3293,E01001613,21.7,23.994
3294,E01001614,15.9,16.912
3295,E01001615,15.9,20.853
3296,E01001617,22.7,23.458000000000002
3297,E01001653,58.1,59.79
3298,E01001654,51.3,53.355
3299,E01001655,33.7,36.24
3300,E01001660,47.8,46.551
3301,E01001661,33.5,36.571
3302,E01001618,46.1,54.817
3303,E01001619,58.3,60.918
3304,E01033729,43,35.681
3305,E01001597,48.1,47.995
3306,E01001598,34.1,34.586999999999996
3307,E01001602,72.9,82.756
3308,E01001603,78.7,83.46
3309,E01001596,53.4,59.324
3310,E01001599,37.5,36.922
3311,E01001600,51.5,49.802
3312,E01001601,64.6,62.324
3313,E01001669,37.2,49.474
3314,E01001671,80.6,85.335
3315,E01001676,136.3,137.139
3316,E01032567,40,38.542
3317,E01001656,46.1,48.586999999999996
3318,E01001657,38.3,38.823
3319,E01001658,35.6,38.058
3320,E01001659,38.5,42.861000000000004
3321,E01033727,163.6,172.565
3322,E01033728,160.5,231.97400000000002
3323,E01001666,34.1,45.641000000000005
3324,E01033732,99.7,101.042
3325,E01001664,120,133.248
3326,E01001665,100.2,101.395
3327,E01033738,42,64.249
3328,E01001638,182.1,162.488
3329,E01001641,47.2,50.242
3330,E01001642,14.9,14.482999999999999
3331,E01001644,116.1,137.644
3332,E01033746,115.3,115.82700000000001
3333,E01002112,24.1,25.456
3334,E01002114,6.9,7.729
3335,E01002225,7.7,8.595
3336,E01002226,36.5,43.028
3337,E01002113,25.1,25.345
3338,E01002115,43.8,42.521
3339,E01002116,54.7,52.148
3340,E01002118,64.5,68.96600000000001
3341,E01002227,55.3,69.593
3342,E01002228,50.2,53.685
3343,E01002229,27.2,28.993000000000002
3344,E01002230,41.7,42.744
3345,E01002144,5.3,5.473
3346,E01002146,17.6,17.368
3347,E01002147,21.9,21.671999999999997
3348,E01002149,46.2,44.825
3349,E01002140,68.2,71.783
3350,E01002141,61.5,62.468999999999994
3351,E01002142,48.7,50.903999999999996
3352,E01002143,86.9,90.21
3353,E01002145,49.6,53.68
3354,E01002139,61.5,64.70100000000001
3355,E01002148,43.2,43.623000000000005
3356,E01002150,45.4,57.817
3357,E01002151,50.1,51.428999999999995
3358,E01002152,35,34.821
3359,E01002119,73.1,107.271
3360,E01002120,75.7,79.556
3361,E01002121,62.3,64.49600000000001
3362,E01002122,83.5,91.038
3363,E01002123,101,99.709
3364,E01002106,75.6,75.709
3365,E01002108,90.1,91.225
3366,E01002109,35.1,36.715
3367,E01002110,72.4,68.337
3368,E01002111,79.7,80.764
3369,E01002185,89.7,107.786
3370,E01002186,52.4,61.195
3371,E01002187,38.1,41.038999999999994
3372,E01002190,12.3,12.517999999999999
3373,E01002124,105.3,106.726
3374,E01002125,99,116.22399999999999
3375,E01002198,104.2,103.78
3376,E01002200,48.4,63.027
3377,E01002203,62.8,64.98
3378,E01002232,89.7,97.86399999999999
3379,E01002233,100.5,119.90100000000001
3380,E01002234,106,119.488
3381,E01002235,111.8,109.366
3382,E01002236,82,105.773
3383,E01002107,62.6,64.117
3384,E01002197,75.3,76.429
3385,E01002199,89.8,92.02799999999999
3386,E01002201,65.6,64.568
3387,E01002202,108.6,116.006
3388,E01002179,88.5,103.459
3389,E01002183,113.1,113.212
3390,E01002184,90.5,92.559
3391,E01002231,89.6,95.762
3392,E01002156,39.9,41.09
3393,E01002162,102.7,105.301
3394,E01002163,66.7,67.36
3395,E01002188,33.8,32.87
3396,E01002189,37.4,39.01
3397,E01002192,33.8,37.177
3398,E01002193,53.8,61.228
3399,E01002165,84.2,85.583
3400,E01002166,99,101.667
3401,E01002167,99.1,97.931
3402,E01002168,85.5,88.609
3403,E01002169,78.9,81.19800000000001
3404,E01002153,60.5,64.538
3405,E01002155,22,23.1
3406,E01002157,64,64.465
3407,E01002158,49,47.326
3408,E01002128,110.7,115.69200000000001
3409,E01002130,68.1,87.568
3410,E01002181,46.1,57.115
3411,E01002182,102.2,106.833
3412,E01002159,79.9,82.861
3413,E01002160,65,81.791
3414,E01002161,86.1,87.314
3415,E01002164,67,73.156
3416,E01002191,40.1,41.303999999999995
3417,E01002194,40.5,43.217
3418,E01002195,58.7,59.49
3419,E01002196,47.1,48.782
3420,E01002127,60.8,66.306
3421,E01002129,49.8,66.545
3422,E01002131,98.8,104.075
3423,E01002237,113,146.908
3424,E01002238,52.5,54.92100000000001
3425,E01002240,103.3,116.211
3426,E01002242,70.1,69.188
3427,E01002208,46.4,46.528
3428,E01002209,60.4,68.419
3429,E01002239,46.6,53.718
3430,E01002241,69.5,80.833
3431,E01002133,51.4,51.696999999999996
3432,E01002136,46.9,54.729
3433,E01002138,105.5,109.598
3434,E01002211,90.1,86.698
3435,E01002212,63.6,68.705
3436,E01002216,63.2,64.459
3437,E01002217,101,145.996
3438,E01002132,49.6,50.233999999999995
3439,E01002134,11.8,11.997
3440,E01002135,42,47.873999999999995
3441,E01002137,28.8,29.46
3442,E01002218,50.4,55.651
3443,E01002219,61.9,65.848
3444,E01002221,91.6,95.43299999999999
3445,E01002222,76.9,76.758
3446,E01002214,102.9,105.411
3447,E01002215,89.4,101.10700000000001
3448,E01002220,85.8,86.61
3449,E01002223,91.9,87.984
3450,E01002224,83.8,88.93799999999999
3451,E01002204,97.6,105.615
3452,E01002206,79.2,79.26899999999999
3453,E01002207,95.3,97.74
3454,E01002210,78.2,75.439
3455,E01032576,73.7,74.226
3456,E01002170,75.7,78.273
3457,E01002171,89.2,90.633
3458,E01002172,43.8,44.731
3459,E01002173,86.5,94.786
3460,E01002174,76.1,75.385
3461,E01002175,68,68.865
3462,E01002176,45.8,44.453
3463,E01002177,70.6,72.38
3464,E01002178,82.4,80.452
3465,E01002276,4.4,4.754
3466,E01002278,70.3,75.801
3467,E01002312,16,19.432000000000002
3468,E01002313,38.8,57.477
3469,E01002277,10.2,11.037
3470,E01002279,44.1,48.567
3471,E01002281,39.6,60.397
3472,E01002283,66.9,74.91199999999999
3473,E01002299,51,53.805
3474,E01002301,56.9,59.701
3475,E01002303,71.4,75.236
3476,E01002304,2.7,2.907
3477,E01002306,89.2,102.73700000000001
3478,E01002307,70.2,79.648
3479,E01002280,96.8,118.396
3480,E01002282,57.5,70.66
3481,E01002284,67.4,75.695
3482,E01002297,68.3,75.59899999999999
3483,E01002314,88,98.565
3484,E01002316,62.9,84.412
3485,E01002302,54.6,60.203
3486,E01002305,5.5,6.189
3487,E01002308,36,40.909
3488,E01002326,54.2,61.449
3489,E01002331,50.9,53.801
3490,E01002309,55.3,64.165
3491,E01002310,59.6,66.667
3492,E01002311,18.1,20.244
3493,E01002315,70.3,79.003
3494,E01002294,12.1,12.493
3495,E01002296,4.1,4.181
3496,E01002298,33.9,35.352
3497,E01002300,48.1,60.417
3498,E01002333,48.1,48.38
3499,E01002334,17.2,17.88
3500,E01002336,58.4,63.978
3501,E01002339,40.4,41.324
3502,E01002341,56.4,60.848
3503,E01002327,52.5,55.354
3504,E01002328,58.9,62.683
3505,E01002332,58.5,62.867
3506,E01002335,69.4,71.154
3507,E01002338,56.3,57.858000000000004
3508,E01002340,58.1,62.178999999999995
3509,E01002268,15.9,17.58
3510,E01002269,23.2,24.155
3511,E01002295,56,71.988
3512,E01002377,38.1,41.246
3513,E01002378,70,71.143
3514,E01002383,54,56.996
3515,E01002244,50.7,54.198
3516,E01002245,62.4,64.538
3517,E01002325,22.6,28.296
3518,E01002329,43,46.258
3519,E01002330,35.7,38.055
3520,E01002337,11.6,11.77
3521,E01002354,44.2,44.76
3522,E01002376,42.4,42.76
3523,E01002379,41,44.743
3524,E01002380,69,75.972
3525,E01002381,41.5,42.053000000000004
3526,E01002243,79.3,83.48899999999999
3527,E01002353,43.7,44.466
3528,E01002356,58.7,57.824
3529,E01032741,38.6,52.504
3530,E01032742,58,78.142
3531,E01002272,58.5,60.355
3532,E01002274,53.3,54.217
3533,E01002317,41.1,41.227
3534,E01002318,54.1,55.44
3535,E01002355,64.3,65.238
3536,E01002382,56.5,57.711000000000006
3537,E01002270,24.7,25.641
3538,E01002271,27.2,29.000999999999998
3539,E01002273,16.3,16.081
3540,E01002275,31.6,30.616
3541,E01002319,42.3,49.272
3542,E01002350,54.3,60.406000000000006
3543,E01002351,80.8,90.389
3544,E01002352,56.5,68.707
3545,E01002358,78.1,92.82600000000001
3546,E01002246,31.3,33.923
3547,E01002247,55.1,76.048
3548,E01002248,26.1,32.736
3549,E01002250,14.6,17.105
3550,E01002251,43.9,49.016999999999996
3551,E01002252,13.1,13.775
3552,E01002256,53.6,54.31100000000001
3553,E01002258,55.7,61.218
3554,E01002259,7.9,8.238999999999999
3555,E01002391,1.9,2.015
3556,E01002253,15,15.357000000000001
3557,E01002254,28.7,28.983
3558,E01002257,22.7,22.869
3559,E01002384,31.9,34.31
3560,E01002359,58.1,57.663999999999994
3561,E01002360,37.1,38.525
3562,E01002361,46.8,54.543
3563,E01002363,64.1,59.677
3564,E01002367,41.5,46.026
3565,E01002320,72.7,73.661
3566,E01002321,36.1,39.533
3567,E01002322,45.4,45.233000000000004
3568,E01002323,57.1,58.593999999999994
3569,E01002324,30.9,32.683
3570,E01002255,25.1,26.135
3571,E01002289,59.4,61.266999999999996
3572,E01002292,44.6,49.065
3573,E01002362,44.2,44.573
3574,E01002386,33.8,37.667
3575,E01002287,69.2,70.883
3576,E01002291,52.2,49.917
3577,E01002364,61.3,57.464
3578,E01002365,57.7,58.955
3579,E01002366,51.8,54.79600000000001
3580,E01002385,1.6,1.5859999999999999
3581,E01002387,11.7,11.749
3582,E01002388,45.2,44.981
3583,E01002389,17.6,18.243
3584,E01002390,42.6,43.765
3585,E01002265,28.6,29.276
3586,E01002285,27.2,29.836
3587,E01002286,69.6,68.241
3588,E01002288,45.5,47.0
3589,E01002290,54.4,53.496
3590,E01002260,13.8,16.235
3591,E01002261,79.7,86.28
3592,E01002262,72.8,78.763
3593,E01002263,18.8,18.884
3594,E01002264,72.8,82.617
3595,E01002266,41.8,44.816
3596,E01002267,80,86.111
3597,E01002372,73.3,77.15100000000001
3598,E01002373,50.7,54.571999999999996
3599,E01002374,15.8,17.909000000000002
3600,E01002368,12.2,19.04
3601,E01002369,39.1,42.29600000000001
3602,E01002370,8,10.012
3603,E01002371,57.7,60.489
3604,E01002375,66.4,73.646
3605,E01002343,35.4,36.464
3606,E01002344,1.5,1.926
3607,E01002348,5.6,5.6579999999999995
3608,E01002349,26,26.684
3609,E01002342,86.7,94.102
3610,E01002345,38,44.246
3611,E01002346,72.3,74.735
3612,E01002347,31.6,32.99
3613,E01002473,4,4.329
3614,E01002475,19.8,21.586
3615,E01002476,25.4,26.239
3616,E01002477,39.6,42.68600000000001
3617,E01002482,25.1,25.913
3618,E01002472,29.2,31.085
3619,E01002474,16.3,18.875
3620,E01002478,41.5,43.772
3621,E01002483,47.8,53.493
3622,E01002484,60.5,60.714
3623,E01002485,56.6,67.05199999999999
3624,E01002438,3.6,3.898
3625,E01002439,22.3,22.028000000000002
3626,E01002440,8.2,8.971
3627,E01002441,2.2,2.262
3628,E01002442,7.6,8.218
3629,E01002433,39.6,54.224
3630,E01002436,35.2,36.772
3631,E01002479,21.7,23.541
3632,E01002480,27.7,29.285
3633,E01002481,44.5,44.705
3634,E01002533,10.9,10.907
3635,E01002534,35.8,37.21
3636,E01002538,15.4,16.543
3637,E01002539,40.9,45.903999999999996
3638,E01002418,64.7,64.291
3639,E01002419,51.8,57.153
3640,E01002431,50.4,47.736000000000004
3641,E01002432,48.2,46.418
3642,E01002437,34,32.801
3643,E01002430,16.1,15.234000000000002
3644,E01002434,16.3,15.937000000000001
3645,E01002435,40.2,42.941
3646,E01002470,43.8,47.648999999999994
3647,E01002535,43.2,53.588
3648,E01002416,84.3,84.414
3649,E01002417,49.3,54.955
3650,E01002420,54.2,54.946999999999996
3651,E01002421,48.8,49.007
3652,E01002471,61.2,61.701
3653,E01002465,53.1,57.71
3654,E01002467,41.1,43.445
3655,E01002494,6.4,6.776
3656,E01002536,36.3,33.929
3657,E01002537,31.1,54.946000000000005
3658,E01002415,63.6,63.765
3659,E01002466,73,74.957
3660,E01002468,86.1,87.005
3661,E01002469,72,71.595
3662,E01002495,49.3,41.528999999999996
3663,E01002458,14.6,14.772
3664,E01002459,31.8,32.7
3665,E01002460,35,37.245
3666,E01002462,34,35.889
3667,E01002464,20.3,20.688000000000002
